Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
MANDI KALAN,MANDI KALAN,RAMPURA,Bathinda,Punjab,10101,4620,0,5481,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1775,1775
Mandi Khurd,Mandi Khurd,RAMPURA,Bathinda,Punjab,1409,470,0,939,1,Yes,Har ghar jal certified,Certificate by public health engineering department,264,264
Mansa Khurd,Mansa Khurd,RAMPURA,Bathinda,Punjab,1310,345,0,965,1,Yes,Har ghar jal certified,Certificate by public health engineering department,276,276
Nandgarh Kotra,Nandgarh,RAMPURA,Bathinda,Punjab,1524,703,0,821,1,Yes,Har ghar jal certified,Certificate by public health engineering department,286,286
Pirkot,Pirkot,RAMPURA,Bathinda,Punjab,1556,702,0,854,1,Yes,Har ghar jal certified,Certificate by public health engineering department,275,275
Pitho,Pitho,RAMPURA,Bathinda,Punjab,5835,1805,0,4030,1,Yes,Har ghar jal certified,Certificate by public health engineering department,1076,1076
Ram Niwas,Ram Niwas,RAMPURA,Bathinda,Punjab,2225,436,0,1789,1,Yes,Har ghar jal certified,Certificate by public health engineering department,453,453
RAMPURA,RAMPURA,RAMPURA,Bathinda,Punjab,10894,4045,0,6849,2,Yes,Har ghar jal certified,Certificate by public health engineering department,2023,2023
Such,Sooch,RAMPURA,Bathinda,Punjab,1666,447,0,1219,2,Yes,Har ghar jal certified,Certificate by public health engineering department,315,315
Bajak,Bajak,Sangat,Bathinda,Punjab,2708,810,0,1898,3,Yes,Har ghar jal certified,Certificate by public health engineering department,491,491
Bambiha,Bambiha,Sangat,Bathinda,Punjab,3233,851,0,2382,2,Yes,Har ghar jal certified,Certificate by public health engineering department,598,598
Bandi,Bandi,Sangat,Bathinda,Punjab,4220,1062,0,3158,2,Yes,Har ghar jal certified,Certificate by public health engineering department,768,768
Bhagwangarh Urf Bhukhianwali,Bhagwangarh/Bhukhianwali,Sangat,Bathinda,Punjab,2736,933,0,1803,2,Yes,Har ghar jal certified,Certificate by public health engineering department,476,476
Chak Attar Singh Wala,Chak Attar Singh Wala,Sangat,Bathinda,Punjab,2814,1230,0,1584,4,Yes,Har ghar jal certified,Certificate by public health engineering department,522,522
Chak Ruldu Singh Wala,Chak Ruldu Singh Wala,Sangat,Bathinda,Punjab,3653,2377,0,1276,3,Yes,Har ghar jal certified,Certificate by public health engineering department,670,670
Dhunike,Dhunike,Sangat,Bathinda,Punjab,1273,830,0,443,4,Yes,Har ghar jal certified,Certificate by public health engineering department,272,272
Doomwali,Doomwali,Sangat,Bathinda,Punjab,5072,1965,0,3107,2,Yes,Har ghar jal certified,Certificate by public health engineering department,917,917
Dunewala,Dunewala,Sangat,Bathinda,Punjab,1410,343,0,1067,1,Yes,Har ghar jal certified,Certificate by public health engineering department,254,254
Faridkot,Faridkot,Sangat,Bathinda,Punjab,2207,728,0,1479,1,Yes,Har ghar jal certified,Certificate by public health engineering department,446,446
Gehri Buttar,Gehri Butter,Sangat,Bathinda,Punjab,4054,1589,0,2465,3,Yes,Har ghar jal certified,Certificate by public health engineering department,721,721
Ghudda,Ghuda,Sangat,Bathinda,Punjab,5397,1483,0,3914,3,Yes,Har ghar jal certified,Certificate by public health engineering department,1023,1023
Gurthari,Gurthari,Sangat,Bathinda,Punjab,1888,480,0,1408,4,Yes,Har ghar jal certified,Certificate by public health engineering department,357,357
Gurusar Sehnewala,Guru Sar Sainewala,Sangat,Bathinda,Punjab,2673,1598,0,1075,2,Yes,Har ghar jal certified,Certificate by public health engineering department,542,542
Jai Singh Wala,Jai Singh Wala,Sangat,Bathinda,Punjab,5539,2200,0,3339,5,Yes,Har ghar jal certified,Certificate by public health engineering department,946,946
Jandian,Jandian,Sangat,Bathinda,Punjab,2012,1064,0,948,2,Yes,Har ghar jal certified,Certificate by public health engineering department,349,349
Jangi Rana,Jangi Rana,Sangat,Bathinda,Punjab,4565,1680,0,2885,4,Yes,Har ghar jal certified,Certificate by public health engineering department,801,801
Jassi Bagh Wali,Jassi Bagwali,Sangat,Bathinda,Punjab,3535,1136,0,2399,5,Yes,Har ghar jal certified,Certificate by public health engineering department,695,695
Kaljharani,Kaljharani,Sangat,Bathinda,Punjab,4003,1330,0,2673,2,Yes,Har ghar jal certified,Certificate by public health engineering department,761,761
Kishanpura Urf Kutti,Kishanpura Alias Kutti,Sangat,Bathinda,Punjab,1558,429,0,1129,1,Yes,Har ghar jal certified,Certificate by public health engineering department,335,335
Kot Guru,Kotguru Alias Guruke,Sangat,Bathinda,Punjab,3033,1594,0,1439,2,Yes,Har ghar jal certified,Certificate by public health engineering department,463,463
Kotli Sabo,Kotli Sabo,Sangat,Bathinda,Punjab,1280,395,0,885,2,Yes,Har ghar jal certified,Certificate by public health engineering department,241,241
Lool Bai,Lool Bai,Sangat,Bathinda,Punjab,1759,934,0,825,2,Yes,Har ghar jal certified,Certificate by public health engineering department,332,332
Malwala,Malwala,Sangat,Bathinda,Punjab,2893,1277,0,1616,3,Yes,Har ghar jal certified,Certificate by public health engineering department,533,533
Machhana,Masana,Sangat,Bathinda,Punjab,1603,735,0,868,2,Yes,Har ghar jal certified,Certificate by public health engineering department,319,319
Mehta,Mehta,Sangat,Bathinda,Punjab,3351,1165,0,2186,2,Yes,Har ghar jal certified,Certificate by public health engineering department,623,623
Muhlan,Muhalan,Sangat,Bathinda,Punjab,1150,383,0,767,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Nandgarh,Nandgarh,Sangat,Bathinda,Punjab,1800,782,0,1018,2,Yes,Har ghar jal certified,Certificate by public health engineering department,347,347
Pacca Khurd,Pacca Khurd,Sangat,Bathinda,Punjab,2244,949,0,1295,1,Yes,Har ghar jal certified,Certificate by public health engineering department,418,418
Pacca Kalan,Pakka Kalan,Sangat,Bathinda,Punjab,9077,3076,0,6001,7,Yes,Har ghar jal certified,Certificate by public health engineering department,1653,1653
Pathrala,Pathrala,Sangat,Bathinda,Punjab,7494,2739,0,4755,7,Yes,Har ghar jal certified,Certificate by public health engineering department,1446,1446
Phallar,Phallar,Sangat,Bathinda,Punjab,2103,906,0,1197,3,Yes,Har ghar jal certified,Certificate by public health engineering department,415,415
Phullo Mithi,Phulo Mithi,Sangat,Bathinda,Punjab,4185,1383,0,2802,4,Yes,Har ghar jal certified,Certificate by public health engineering department,802,802
Raike Kalan,Raike Kalan,Sangat,Bathinda,Punjab,5466,2653,0,2813,8,Yes,Har ghar jal certified,Certificate by public health engineering department,1035,1035
Raike Khurd Urf Chak Dana,Raike Khurd,Sangat,Bathinda,Punjab,1388,668,0,720,2,Yes,Har ghar jal certified,Certificate by public health engineering department,297,297
Sangat Kalan,Sangat Kalan,Sangat,Bathinda,Punjab,2556,1120,0,1436,1,Yes,Har ghar jal certified,Certificate by public health engineering department,862,862
Sekhu,Sekhu,Sangat,Bathinda,Punjab,5174,1599,0,3575,5,Yes,Har ghar jal certified,Certificate by public health engineering department,938,938
Shergarh,Shergarh,Sangat,Bathinda,Punjab,1993,897,0,1096,2,Yes,Har ghar jal certified,Certificate by public health engineering department,367,367
BAGHA,BAGHA,Talwandi Sabo,Bathinda,Punjab,3601,1080,0,2521,3,Yes,Har ghar jal certified,Certificate by public health engineering department,715,715
BANGI DEEPA,Bangi Deepa Singh,Talwandi Sabo,Bathinda,Punjab,2137,778,0,1359,1,Yes,Har ghar jal certified,Certificate by public health engineering department,393,393
BANGI NIHAL SINGH,BANGI NIHAL SINGH,Talwandi Sabo,Bathinda,Punjab,4186,1747,0,2439,2,Yes,Har ghar jal certified,Certificate by public health engineering department,784,784
BANGI RAGHU,Bangi Rughu,Talwandi Sabo,Bathinda,Punjab,1727,502,0,1225,1,Yes,Har ghar jal certified,Certificate by public health engineering department,295,295
BANGI RULDU,BANGI RULDU,Talwandi Sabo,Bathinda,Punjab,4864,1706,0,3158,8,Yes,Har ghar jal certified,Certificate by public health engineering department,920,920
BEHMAN JASSA SINGH,BEHMAN JASSA SINGH,Talwandi Sabo,Bathinda,Punjab,1941,536,0,1405,1,Yes,Har ghar jal certified,Certificate by public health engineering department,394,394
BEHMAN KAUR SINGH,BEHMAN KAUR SINGH,Talwandi Sabo,Bathinda,Punjab,2299,989,0,1310,1,Yes,Har ghar jal certified,Certificate by public health engineering department,462,462
BHAGI BANDER,Bhagi Bandar,Talwandi Sabo,Bathinda,Punjab,7680,2756,0,4924,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1384,1384
BHAGWANPURA,BHAGWANPURA,Talwandi Sabo,Bathinda,Punjab,778,362,0,416,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
FATEHGARH NAUABAD,Fateh Garh Noabad,Talwandi Sabo,Bathinda,Punjab,1740,629,0,1111,1,Yes,Har ghar jal certified,Certificate by public health engineering department,360,360
FATTA BALU,FATTA BALU,Talwandi Sabo,Bathinda,Punjab,865,278,0,587,1,Yes,Har ghar jal certified,Certificate by public health engineering department,140,140
GATWALI,GATWALI,Talwandi Sabo,Bathinda,Punjab,2105,616,0,1489,1,Yes,Har ghar jal certified,Certificate by public health engineering department,395,395
GEHLEWALA,GEHLEWALA,Talwandi Sabo,Bathinda,Punjab,1296,403,0,893,1,Yes,Har ghar jal certified,Certificate by public health engineering department,249,249
GIANA,GIANA,Talwandi Sabo,Bathinda,Punjab,4515,1746,0,2769,1,Yes,Har ghar jal certified,Certificate by public health engineering department,876,876
GOLEWALA,GOLEWALA,Talwandi Sabo,Bathinda,Punjab,945,191,0,754,1,Yes,Har ghar jal certified,Certificate by public health engineering department,175,175
GURUSAR JAGGA,Gurusar Jaga,Talwandi Sabo,Bathinda,Punjab,1667,741,0,926,1,Yes,Har ghar jal certified,Certificate by public health engineering department,306,306
JAGGA RAM TIRTH,JAGGA RAM TIRTH,Talwandi Sabo,Bathinda,Punjab,6871,1988,0,4883,5,Yes,Har ghar jal certified,Certificate by public health engineering department,1290,1290
JAJJAL,Jajal,Talwandi Sabo,Bathinda,Punjab,3352,959,0,2393,1,Yes,Har ghar jal certified,Certificate by public health engineering department,631,631
JEON SINGH WALA,JEON SINGH WALA,Talwandi Sabo,Bathinda,Punjab,3873,1660,0,2213,1,Yes,Har ghar jal certified,Certificate by public health engineering department,711,711
JOGEWALA,JOGEWALA,Talwandi Sabo,Bathinda,Punjab,1235,155,0,1080,1,Yes,Har ghar jal certified,Certificate by public health engineering department,231,231
KAILE BANDER,KAILE BANDER,Talwandi Sabo,Bathinda,Punjab,4696,1445,0,3251,1,Yes,Har ghar jal certified,Certificate by public health engineering department,836,836
KALALWALA,KALAL WALA,Talwandi Sabo,Bathinda,Punjab,2566,891,0,1675,1,Yes,Har ghar jal certified,Certificate by public health engineering department,450,450
KAMALU,KAMALU,Talwandi Sabo,Bathinda,Punjab,2190,715,0,1475,1,Yes,Har ghar jal certified,Certificate by public health engineering department,375,375
KOREANA,Kaureana,Talwandi Sabo,Bathinda,Punjab,2128,611,0,1517,1,Yes,Har ghar jal certified,Certificate by public health engineering department,418,418
KOT BAKHTU,KOT BAKHTU,Talwandi Sabo,Bathinda,Punjab,5043,1630,0,3413,3,Yes,Har ghar jal certified,Certificate by public health engineering department,922,922
LALEANA,LALEANA,Talwandi Sabo,Bathinda,Punjab,3882,1523,0,2359,1,Yes,Har ghar jal certified,Certificate by public health engineering department,675,675
LEHRI,LEHRI,Talwandi Sabo,Bathinda,Punjab,3093,1097,0,1996,1,Yes,Har ghar jal certified,Certificate by public health engineering department,620,620
LELEWALA,LELEWALA,Talwandi Sabo,Bathinda,Punjab,4665,1482,0,3183,1,Yes,Har ghar jal certified,Certificate by public health engineering department,932,932
MAHI NANGAL,MAHI NANGAL,Talwandi Sabo,Bathinda,Punjab,2898,631,0,2267,1,Yes,Har ghar jal certified,Certificate by public health engineering department,585,585
MALKANA,MALKANA,Talwandi Sabo,Bathinda,Punjab,5243,1751,0,3492,1,Yes,Har ghar jal certified,Certificate by public health engineering department,872,872
MANUANA,MANUANA,Talwandi Sabo,Bathinda,Punjab,674,172,0,502,1,Yes,Har ghar jal certified,Certificate by public health engineering department,130,130
MANWALA,MANWALA,Talwandi Sabo,Bathinda,Punjab,2164,693,0,1471,3,Yes,Har ghar jal certified,Certificate by public health engineering department,409,409
MIRZEANA,Mirjeana,Talwandi Sabo,Bathinda,Punjab,1419,67,0,1352,1,Yes,Har ghar jal certified,Certificate by public health engineering department,270,270
NANGLA,NANGLA,Talwandi Sabo,Bathinda,Punjab,2797,1053,0,1744,3,Yes,Har ghar jal certified,Certificate by public health engineering department,530,530
NATHEHA,NATHEHA,Talwandi Sabo,Bathinda,Punjab,3038,1020,0,2018,1,Yes,Har ghar jal certified,Certificate by public health engineering department,544,544
PHULLO KHARI,Phulo Khari,Talwandi Sabo,Bathinda,Punjab,1856,340,0,1516,1,Yes,Har ghar jal certified,Certificate by public health engineering department,402,402
RAMSRA,RAMSRA,Talwandi Sabo,Bathinda,Punjab,2739,986,0,1753,1,Yes,Har ghar jal certified,Certificate by public health engineering department,511,511
RATTANGARH KANAKWAL,RATTANGARH KANAKWAL,Talwandi Sabo,Bathinda,Punjab,1789,637,0,1152,1,Yes,Har ghar jal certified,Certificate by public health engineering department,330,330
RAYIA,RAYIA,Talwandi Sabo,Bathinda,Punjab,1224,426,0,798,1,Yes,Har ghar jal certified,Certificate by public health engineering department,245,245
SANGAT KHURD,SANGAT KHURD,Talwandi Sabo,Bathinda,Punjab,2050,736,0,1314,1,Yes,Har ghar jal certified,Certificate by public health engineering department,365,365
SHEKHPURA,SHEKHPURA,Talwandi Sabo,Bathinda,Punjab,5127,1944,0,3183,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1056,1056
SINGO,SINGO,Talwandi Sabo,Bathinda,Punjab,3958,557,0,3401,1,Yes,Har ghar jal certified,Certificate by public health engineering department,738,738
SUKHLADHI,SUKHLADHI,Talwandi Sabo,Bathinda,Punjab,2846,962,0,1884,2,Yes,Har ghar jal certified,Certificate by public health engineering department,478,478
TARANG WALI,TARANG WALI,Talwandi Sabo,Bathinda,Punjab,686,220,0,466,1,Yes,Har ghar jal certified,Certificate by public health engineering department,133,133
TARKHANWALA,TARKHANWALA,Talwandi Sabo,Bathinda,Punjab,2396,652,0,1744,1,Yes,Har ghar jal certified,Certificate by public health engineering department,443,443
TEONA PUJARIAN,TEONA PUJARIAN,Talwandi Sabo,Bathinda,Punjab,2361,625,0,1736,1,Yes,Har ghar jal certified,Certificate by public health engineering department,451,451
