Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Gobindpura,Gobindpur (J),Rajpura,Patiala,Punjab,2272,795,0,1477,1,Yes,Har ghar jal certified,Certificate by public health engineering department,451,451
Gobindpura Chack Khurd,Gobindpura (C),Rajpura,Patiala,Punjab,262,65,0,197,1,Yes,Har ghar jal certified,Certificate by public health engineering department,51,51
Gurditpura,Gurditpura,Rajpura,Patiala,Punjab,1640,492,0,1148,1,Yes,Har ghar jal certified,Certificate by public health engineering department,357,357
Kehargarh,Gurditpura,Rajpura,Patiala,Punjab,178,35,0,143,1,Yes,Har ghar jal certified,Certificate by public health engineering department,25,25
Hadaitpura,Hadaitpur,Rajpura,Patiala,Punjab,765,191,0,574,1,Yes,Har ghar jal certified,Certificate by public health engineering department,111,111
Harrion,Harion,Rajpura,Patiala,Punjab,613,153,0,460,1,Yes,Har ghar jal certified,Certificate by public health engineering department,111,111
Hulka,Hulka,Rajpura,Patiala,Punjab,1454,436,0,1018,1,Yes,Har ghar jal certified,Certificate by public health engineering department,266,266
Jalalpur,Jalalpur,Rajpura,Patiala,Punjab,1021,327,0,694,1,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Jandouli,Jandoli,Rajpura,Patiala,Punjab,5481,995,0,4486,2,Yes,Har ghar jal certified,Certificate by public health engineering department,1101,1101
Jhansli,Jansli,Rajpura,Patiala,Punjab,1020,357,0,663,1,Yes,Har ghar jal certified,Certificate by public health engineering department,206,206
Jansui,Jansui,Rajpura,Patiala,Punjab,894,268,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,186,186
Jhajjon,Jhajon,Rajpura,Patiala,Punjab,821,354,0,467,1,Yes,Har ghar jal certified,Certificate by public health engineering department,162,162
Jansla,Jhansla,Rajpura,Patiala,Punjab,2132,746,0,1386,1,Yes,Har ghar jal certified,Certificate by public health engineering department,374,374
Kalouli,Kalauli,Rajpura,Patiala,Punjab,2106,665,0,1441,2,Yes,Har ghar jal certified,Certificate by public health engineering department,376,376
Kalouli,Kalauli Jattan,Rajpura,Patiala,Punjab,2106,665,0,1441,2,Yes,Har ghar jal certified,Certificate by public health engineering department,376,376
Kalo Majra,Kalo Majra,Rajpura,Patiala,Punjab,768,247,0,521,1,Yes,Har ghar jal certified,Certificate by public health engineering department,159,159
Karala,Karala,Rajpura,Patiala,Punjab,2072,764,0,1308,1,Yes,Har ghar jal certified,Certificate by public health engineering department,350,350
Khilawar,Khalaur,Rajpura,Patiala,Punjab,1458,504,0,954,1,Yes,Har ghar jal certified,Certificate by public health engineering department,253,253
Khanpur Banger,Khanpur Bangar,Rajpura,Patiala,Punjab,1230,430,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,220,220
Kharola,Kharaula,Rajpura,Patiala,Punjab,1889,567,0,1322,1,Yes,Har ghar jal certified,Certificate by public health engineering department,328,328
Khaspur,Khaspur,Rajpura,Patiala,Punjab,1178,412,0,766,1,Yes,Har ghar jal certified,Certificate by public health engineering department,217,217
Khera Gajju,Khera Gajju,Rajpura,Patiala,Punjab,4887,1222,0,3665,1,Yes,Har ghar jal certified,Certificate by public health engineering department,892,892
Kharajpur,Khirajpur,Rajpura,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kotla,Kotla,Rajpura,Patiala,Punjab,1177,353,0,824,1,Yes,Har ghar jal certified,Certificate by public health engineering department,203,203
Lehlan,Lehlan,Rajpura,Patiala,Punjab,536,134,0,402,1,Yes,Har ghar jal certified,Certificate by public health engineering department,103,103
Mamouli,Mamoli,Rajpura,Patiala,Punjab,271,0,0,271,1,Yes,Har ghar jal certified,Certificate by public health engineering department,59,59
Manakpur,Manakpur,Rajpura,Patiala,Punjab,3816,1145,0,2671,1,Yes,Har ghar jal certified,Certificate by public health engineering department,752,752
Manouli Surat,Manoli Surat,Rajpura,Patiala,Punjab,2744,861,0,1883,1,Yes,Har ghar jal certified,Certificate by public health engineering department,460,460
Mathiaran,Mathiaran,Rajpura,Patiala,Punjab,915,330,0,585,1,Yes,Har ghar jal certified,Certificate by public health engineering department,183,183
Mirjapur,Mirjapur,Rajpura,Patiala,Punjab,1515,455,0,1060,1,Yes,Har ghar jal certified,Certificate by public health engineering department,256,256
Naina,Naina,Rajpura,Patiala,Punjab,494,148,0,346,1,Yes,Har ghar jal certified,Certificate by public health engineering department,114,114
Nalas Kalan,Nalas Kalan,Rajpura,Patiala,Punjab,1595,478,0,1117,1,Yes,Har ghar jal certified,Certificate by public health engineering department,274,274
Nalas Khurd,Nalas Khurd,Rajpura,Patiala,Punjab,1282,373,0,909,2,Yes,Har ghar jal certified,Certificate by public health engineering department,211,211
NARAINGARH,NARAIN GARH,Rajpura,Patiala,Punjab,247,247,0,0,1,Yes,Har ghar jal certified,Certificate by public health engineering department,53,53
Parao Ugana,Parao Ugana,Rajpura,Patiala,Punjab,531,159,0,372,1,Yes,Har ghar jal certified,Certificate by public health engineering department,91,91
Pilkhani,Pilkhani,Rajpura,Patiala,Punjab,2044,613,0,1431,1,Yes,Har ghar jal certified,Certificate by public health engineering department,362,362
Ram Nagar Sounti,Ram Nagar / Saunti,Rajpura,Patiala,Punjab,374,94,0,280,1,Yes,Har ghar jal certified,Certificate by public health engineering department,64,64
Ramnagar,Ramnagar,Rajpura,Patiala,Punjab,1360,452,0,908,1,Yes,Har ghar jal certified,Certificate by public health engineering department,272,272
Rampur Kalan,Rampur Kalan,Rajpura,Patiala,Punjab,1705,512,0,1193,1,Yes,Har ghar jal certified,Certificate by public health engineering department,317,317
Rampur Khurd,Rampur Khurd,Rajpura,Patiala,Punjab,988,346,0,642,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Rangian,Rangian,Rajpura,Patiala,Punjab,725,181,0,544,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Sadhrour,Sadhror,Rajpura,Patiala,Punjab,807,202,0,605,2,Yes,Har ghar jal certified,Certificate by public health engineering department,148,148
Sadhrour,Sadhror Majri,Rajpura,Patiala,Punjab,807,202,0,605,2,Yes,Har ghar jal certified,Certificate by public health engineering department,148,148
Salempur,Salempur Nagal,Rajpura,Patiala,Punjab,1023,335,0,688,1,Yes,Har ghar jal certified,Certificate by public health engineering department,209,209
Sarai Banjara,Sarai Banjara,Rajpura,Patiala,Punjab,1473,770,0,703,2,Yes,Har ghar jal certified,Certificate by public health engineering department,202,202
Sarai Banjara,Sarai Banjara Basti,Rajpura,Patiala,Punjab,1473,770,0,703,2,Yes,Har ghar jal certified,Certificate by public health engineering department,202,202
Shamdoo,Shamdo,Rajpura,Patiala,Punjab,4324,1542,0,2782,2,Yes,Har ghar jal certified,Certificate by public health engineering department,742,742
Shamdoo,Shamdo Camp,Rajpura,Patiala,Punjab,4324,1542,0,2782,2,Yes,Har ghar jal certified,Certificate by public health engineering department,742,742
Sural Kalan,Sural Kalan,Rajpura,Patiala,Punjab,2126,744,0,1382,1,Yes,Har ghar jal certified,Certificate by public health engineering department,368,368
Sural Khurd,Sural Khurd,Rajpura,Patiala,Punjab,436,109,0,327,1,Yes,Har ghar jal certified,Certificate by public health engineering department,84,84
Tasouli,Tasauli,Rajpura,Patiala,Punjab,2022,708,0,1314,1,Yes,Har ghar jal certified,Certificate by public health engineering department,351,351
TEHALPURA,TEHALPURA,Rajpura,Patiala,Punjab,538,193,0,345,1,Yes,Har ghar jal certified,Certificate by public health engineering department,108,108
Ucha Khera,Ucha Khera,Rajpura,Patiala,Punjab,806,242,0,564,1,Yes,Har ghar jal certified,Certificate by public health engineering department,154,154
Ugana,Ugana,Rajpura,Patiala,Punjab,369,92,0,277,1,Yes,Har ghar jal certified,Certificate by public health engineering department,84,84
Ugani,Ugani,Rajpura,Patiala,Punjab,619,186,0,433,1,Yes,Har ghar jal certified,Certificate by public health engineering department,126,126
Kanwarpur,Uksi Jattan,Rajpura,Patiala,Punjab,62,24,0,38,1,Yes,Har ghar jal certified,Certificate by public health engineering department,10,10
UKSI JATTAN,Uksi Jattan,Rajpura,Patiala,Punjab,2006,602,0,1404,2,Yes,Har ghar jal certified,Certificate by public health engineering department,328,328
Uppalheri,Upal Heri,Rajpura,Patiala,Punjab,1349,405,0,944,2,Yes,Har ghar jal certified,Certificate by public health engineering department,265,265
Uppalheri,Uppalheri Khurd,Rajpura,Patiala,Punjab,1349,405,0,944,2,Yes,Har ghar jal certified,Certificate by public health engineering department,265,265
Urdan,Urdan,Rajpura,Patiala,Punjab,2239,784,0,1455,1,Yes,Har ghar jal certified,Certificate by public health engineering department,413,413
Urna,Urna,Rajpura,Patiala,Punjab,1441,432,0,1009,1,Yes,Har ghar jal certified,Certificate by public health engineering department,232,232
UKSI JATTAN,Uski,Rajpura,Patiala,Punjab,2006,602,0,1404,2,Yes,Har ghar jal certified,Certificate by public health engineering department,328,328
Wazirabad,Wazirabad,Rajpura,Patiala,Punjab,296,104,0,192,1,Yes,Har ghar jal certified,Certificate by public health engineering department,60,60
Achral Kalan,Achral Kalan,Samana,Patiala,Punjab,143,3,0,140,1,Yes,Har ghar jal certified,Certificate by public health engineering department,26,26
Achral Khurd,Achral Khurd,Samana,Patiala,Punjab,576,246,0,330,1,Yes,Har ghar jal certified,Certificate by public health engineering department,101,101
SAMANA(RURAL),AJIT NAGAR,Samana,Patiala,Punjab,450,22,0,428,1,Yes,Har ghar jal certified,Certificate by public health engineering department,95,95
Alampur,Alampur,Samana,Patiala,Punjab,1547,214,0,1333,1,Yes,Har ghar jal certified,Certificate by public health engineering department,257,257
Arain Majra,Arain Majra,Samana,Patiala,Punjab,1250,337,0,913,1,Yes,Har ghar jal certified,Certificate by public health engineering department,240,240
Assarpur,Asarpur,Samana,Patiala,Punjab,770,306,0,464,1,Yes,Har ghar jal certified,Certificate by public health engineering department,149,149
Asmanpur,Asmanpur,Samana,Patiala,Punjab,1417,278,0,1139,1,Yes,Har ghar jal certified,Certificate by public health engineering department,310,310
Badanpur,Badanpur,Samana,Patiala,Punjab,1820,851,0,969,2,Yes,Har ghar jal certified,Certificate by public health engineering department,250,250
Badshahpur,Badshahpur,Samana,Patiala,Punjab,2124,1057,0,1067,2,Yes,Har ghar jal certified,Certificate by public health engineering department,604,604
Badshahpur Kaleke,Badshahpur / Shivpura,Samana,Patiala,Punjab,1300,606,0,694,2,Yes,Har ghar jal certified,Certificate by public health engineering department,326,326
Bhagwanpura Urf Khatriwala,Bhagwanpura Urf Khatriwala,Samana,Patiala,Punjab,2480,579,0,1901,1,Yes,Har ghar jal certified,Certificate by public health engineering department,431,431
Bhedpuri,Bhedpuri,Samana,Patiala,Punjab,1222,462,0,760,1,Yes,Har ghar jal certified,Certificate by public health engineering department,226,226
Bijalpur,Bijalpur,Samana,Patiala,Punjab,1057,267,0,790,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Bishanpura,Bishanpura,Samana,Patiala,Punjab,1232,751,0,481,1,Yes,Har ghar jal certified,Certificate by public health engineering department,245,245
Buta Singh Wala Urf Harigarh,Boota Singh Wala / Hari Garh,Samana,Patiala,Punjab,1073,521,0,552,1,Yes,Har ghar jal certified,Certificate by public health engineering department,221,221
Bujrak,Bujrak,Samana,Patiala,Punjab,2540,840,0,1700,1,Yes,Har ghar jal certified,Certificate by public health engineering department,460,460
Retgarh Urf Fatehgarh,Chak Amritsaria,Samana,Patiala,Punjab,4129,552,0,3577,3,Yes,Har ghar jal certified,Certificate by public health engineering department,495,495
Miyal,Chan Kamaspur / Mial Khurd,Samana,Patiala,Punjab,2048,408,0,1640,4,Yes,Har ghar jal certified,Certificate by public health engineering department,417,417
Chounth,Chounth,Samana,Patiala,Punjab,2377,712,0,1665,1,Yes,Har ghar jal certified,Certificate by public health engineering department,380,380
Chupki,Chupki (A),Samana,Patiala,Punjab,709,300,0,409,2,Yes,Har ghar jal certified,Certificate by public health engineering department,141,141
Chupki (nagri),Chupki (N),Samana,Patiala,Punjab,1390,444,0,946,1,Yes,Har ghar jal certified,Certificate by public health engineering department,284,284
Danipur,Danipur,Samana,Patiala,Punjab,1754,518,0,1236,4,Yes,Har ghar jal certified,Certificate by public health engineering department,253,253
Rajla,Dera Gaji Salar,Samana,Patiala,Punjab,3946,2160,0,1786,4,Yes,Har ghar jal certified,Certificate by public health engineering department,729,729
Dhanetha,Dhanetha,Samana,Patiala,Punjab,3862,1205,0,2657,1,Yes,Har ghar jal certified,Certificate by public health engineering department,805,805
Dharamgarh,Dharamgarh,Samana,Patiala,Punjab,513,52,0,461,1,Yes,Har ghar jal certified,Certificate by public health engineering department,95,95
Dhenthal,Dhenthal,Samana,Patiala,Punjab,1536,218,0,1318,1,Yes,Har ghar jal certified,Certificate by public health engineering department,296,296
Dodra,Dodara,Samana,Patiala,Punjab,1091,310,0,781,2,Yes,Har ghar jal certified,Certificate by public health engineering department,202,202
Dullar,Dullar,Samana,Patiala,Punjab,1347,583,0,764,1,Yes,Har ghar jal certified,Certificate by public health engineering department,269,269
Dwarkapur,Dwarakapur,Samana,Patiala,Punjab,548,143,0,405,1,Yes,Har ghar jal certified,Certificate by public health engineering department,43,43
Fateh Majri,Fateh Majri,Samana,Patiala,Punjab,2026,729,0,1297,1,Yes,Har ghar jal certified,Certificate by public health engineering department,358,358
Fatehgarh Chhana,Fatehgarh Chhana,Samana,Patiala,Punjab,3574,1212,0,2362,1,Yes,Har ghar jal certified,Certificate by public health engineering department,666,666
Fatehpur,Fatehpur,Samana,Patiala,Punjab,1598,512,0,1086,1,Yes,Har ghar jal certified,Certificate by public health engineering department,320,320
Gajewas,Gajewas (93),Samana,Patiala,Punjab,3830,1150,0,2680,1,Yes,Har ghar jal certified,Certificate by public health engineering department,654,654
Gajipur,Gazipur,Samana,Patiala,Punjab,1775,524,0,1251,1,Yes,Har ghar jal certified,Certificate by public health engineering department,343,343
Ghangroli,Ghangroli,Samana,Patiala,Punjab,1288,525,0,763,1,Yes,Har ghar jal certified,Certificate by public health engineering department,258,258
Gurdialpura,Gurdialpura,Samana,Patiala,Punjab,833,189,0,644,1,Yes,Har ghar jal certified,Certificate by public health engineering department,167,167
Bahmna,Guru Teg Bahadur Nagar,Samana,Patiala,Punjab,5017,1701,0,3316,3,Yes,Har ghar jal certified,Certificate by public health engineering department,844,844
Harchandpura,Harchand Pura (Town),Samana,Patiala,Punjab,1145,230,0,915,3,Yes,Har ghar jal certified,Certificate by public health engineering department,210,210
Harchandpura,Harchand Pura (Town),Samana,Patiala,Punjab,1145,230,0,915,3,Yes,Har ghar jal certified,Certificate by public health engineering department,210,210
Jamalpur,Jamalpur / Rain Majra,Samana,Patiala,Punjab,793,364,0,429,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Kadrabad,Kadrabad,Samana,Patiala,Punjab,1758,602,0,1156,1,Yes,Har ghar jal certified,Certificate by public health engineering department,272,272
Kahangarh Bhutna,Kahangarh,Samana,Patiala,Punjab,2084,758,0,1326,6,Yes,Har ghar jal certified,Certificate by public health engineering department,534,534
Kakra,Kakra,Samana,Patiala,Punjab,732,104,0,628,2,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Kakrala,Kakrala,Samana,Patiala,Punjab,7696,1880,0,5816,1,Yes,Har ghar jal certified,Certificate by public health engineering department,1539,1539
Kalburshan,Kalburchhan,Samana,Patiala,Punjab,2825,1155,0,1670,1,Yes,Har ghar jal certified,Certificate by public health engineering department,397,397
Kamaspur,Kamaspur,Samana,Patiala,Punjab,645,57,0,588,1,Yes,Har ghar jal certified,Certificate by public health engineering department,131,131
Khanpur Gorian,Khanpur Garhian,Samana,Patiala,Punjab,690,192,0,498,1,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Kheri Bheema,Kheri Bhiman,Samana,Patiala,Punjab,774,169,0,605,1,Yes,Har ghar jal certified,Certificate by public health engineering department,134,134
Kheri Fattan,Kheri Fattan,Samana,Patiala,Punjab,1038,280,0,758,1,Yes,Har ghar jal certified,Certificate by public health engineering department,183,183
Kheri Nagaian,Kheri Nagaian,Samana,Patiala,Punjab,1701,564,0,1137,1,Yes,Har ghar jal certified,Certificate by public health engineering department,344,344
Kotla Nasru,Kotla Nasru,Samana,Patiala,Punjab,226,19,0,207,1,Yes,Har ghar jal certified,Certificate by public health engineering department,47,47
Kotli,Kotli,Samana,Patiala,Punjab,975,316,0,659,1,Yes,Har ghar jal certified,Certificate by public health engineering department,163,163
Kularan,Kularan,Samana,Patiala,Punjab,7198,2262,0,4936,1,Yes,Har ghar jal certified,Certificate by public health engineering department,1321,1321
Kutbanpur,Kutbanpur,Samana,Patiala,Punjab,1636,655,0,981,2,Yes,Har ghar jal certified,Certificate by public health engineering department,336,336
Lalgarh,Lalgarh,Samana,Patiala,Punjab,406,0,0,406,1,Yes,Har ghar jal certified,Certificate by public health engineering department,90,90
Lutki Majra Urf Jore Majra,Lutki Majra,Samana,Patiala,Punjab,1175,475,0,700,2,Yes,Har ghar jal certified,Certificate by public health engineering department,238,238
Mardanheri,Mardanheri,Samana,Patiala,Punjab,2105,450,0,1655,1,Yes,Har ghar jal certified,Certificate by public health engineering department,383,383
Marouri,Marori,Samana,Patiala,Punjab,3559,2550,0,1009,1,Yes,Har ghar jal certified,Certificate by public health engineering department,712,712
Mavi Kalan,Mavi Kalan,Samana,Patiala,Punjab,3410,1425,0,1985,1,Yes,Har ghar jal certified,Certificate by public health engineering department,580,580
Miyal,Miyal,Samana,Patiala,Punjab,2048,408,0,1640,4,Yes,Har ghar jal certified,Certificate by public health engineering department,417,417
Mund Khera Urf Belu Majra,Mund Khera Urf Belu Majra,Samana,Patiala,Punjab,780,396,0,384,1,Yes,Har ghar jal certified,Certificate by public health engineering department,117,117
Nagri,Nagri,Samana,Patiala,Punjab,1169,539,0,630,1,Yes,Har ghar jal certified,Certificate by public health engineering department,227,227
Namadan,Namadan,Samana,Patiala,Punjab,1021,466,0,555,1,Yes,Har ghar jal certified,Certificate by public health engineering department,175,175
Nanhera,Nanhera,Samana,Patiala,Punjab,2499,537,0,1962,1,Yes,Har ghar jal certified,Certificate by public health engineering department,500,500
Nassupur,Nasupur,Samana,Patiala,Punjab,432,122,0,310,1,Yes,Har ghar jal certified,Certificate by public health engineering department,87,87
Harchandpura,Nawan Harchandpura,Samana,Patiala,Punjab,1145,230,0,915,3,Yes,Har ghar jal certified,Certificate by public health engineering department,210,210
Prem Singh Wala Urf Premgarh,Prem Singh Wala,Samana,Patiala,Punjab,1195,437,0,758,1,Yes,Har ghar jal certified,Certificate by public health engineering department,207,207
Rajgarh,Rajgarh,Samana,Patiala,Punjab,956,471,0,485,1,Yes,Har ghar jal certified,Certificate by public health engineering department,178,178
Rajla,Rajla,Samana,Patiala,Punjab,3946,2160,0,1786,4,Yes,Har ghar jal certified,Certificate by public health engineering department,729,729
Rampur Partan,Rampur Parta,Samana,Patiala,Punjab,691,271,0,420,3,Yes,Har ghar jal certified,Certificate by public health engineering department,129,129
Rattanheri,Rattanheri,Samana,Patiala,Punjab,1296,264,0,1032,2,Yes,Har ghar jal certified,Certificate by public health engineering department,241,241
Retgarh Urf Fatehgarh,Retgarh Urf Fatehgarh,Samana,Patiala,Punjab,4129,552,0,3577,3,Yes,Har ghar jal certified,Certificate by public health engineering department,495,495
Sadh Majra Urf Nirmalkot,Sadh Majra Urf Nirmalkot,Samana,Patiala,Punjab,1020,687,0,333,1,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Retgarh Urf Fatehgarh,Sadhugarh,Samana,Patiala,Punjab,4129,552,0,3577,3,Yes,Har ghar jal certified,Certificate by public health engineering department,495,495
Saidipur,Saidipur,Samana,Patiala,Punjab,126,0,0,126,1,Yes,Har ghar jal certified,Certificate by public health engineering department,25,25
Saparheri,Sappar Heri,Samana,Patiala,Punjab,468,128,0,340,2,Yes,Har ghar jal certified,Certificate by public health engineering department,86,86
Saparheri,Sapper Heri Channa,Samana,Patiala,Punjab,468,128,0,340,2,Yes,Har ghar jal certified,Certificate by public health engineering department,86,86
Sehajpur Kalan,Sehajpur Kalan,Samana,Patiala,Punjab,896,105,0,791,1,Yes,Har ghar jal certified,Certificate by public health engineering department,162,162
Sehajpur Khurd,Sehajpur Khurd,Samana,Patiala,Punjab,1014,388,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,203,203
Shahpur,Shahpur,Samana,Patiala,Punjab,2462,840,0,1622,1,Yes,Har ghar jal certified,Certificate by public health engineering department,492,492
Talwandi Malik,Talwandi Malik,Samana,Patiala,Punjab,3699,1182,0,2517,1,Yes,Har ghar jal certified,Certificate by public health engineering department,623,623
Tarkhan Majra,Tarkhan Majra,Samana,Patiala,Punjab,1378,246,0,1132,1,Yes,Har ghar jal certified,Certificate by public health engineering department,256,256
Todarpur,Todarpur,Samana,Patiala,Punjab,1015,305,0,710,1,Yes,Har ghar jal certified,Certificate by public health engineering department,203,203
Ugoke,Ugoke,Samana,Patiala,Punjab,1855,501,0,1354,3,Yes,Har ghar jal certified,Certificate by public health engineering department,339,339
Charason,Abadi Kartarpur,Sanour,Patiala,Punjab,2816,1458,0,1358,2,Yes,Har ghar jal certified,Certificate by public health engineering department,481,481
Akot,Akot,Sanour,Patiala,Punjab,856,343,0,513,1,Yes,Har ghar jal certified,Certificate by public health engineering department,162,162
Alampur,Alampur,Sanour,Patiala,Punjab,1376,890,0,486,1,Yes,Har ghar jal certified,Certificate by public health engineering department,244,244
Alipur Jattan,Alipur Jattan,Sanour,Patiala,Punjab,1523,663,0,860,2,Yes,Har ghar jal certified,Certificate by public health engineering department,264,264
Amam Nagar Urf Aliwala,Amam Nagar Urf Aliwala,Sanour,Patiala,Punjab,1225,525,0,700,1,Yes,Har ghar jal certified,Certificate by public health engineering department,245,245
Assarpur,Assarpur,Sanour,Patiala,Punjab,1409,310,0,1099,1,Yes,Har ghar jal certified,Certificate by public health engineering department,248,248
Balamgarh,Balamgarh,Sanour,Patiala,Punjab,1286,181,0,1105,1,Yes,Har ghar jal certified,Certificate by public health engineering department,255,255
Balbera,Balbehra,Sanour,Patiala,Punjab,5023,1379,0,3644,1,Yes,Har ghar jal certified,Certificate by public health engineering department,700,700
Ballan,Ballan,Sanour,Patiala,Punjab,902,124,0,778,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Bathoi Kalan,Bathoi Kalan,Sanour,Patiala,Punjab,2475,733,0,1742,2,Yes,Har ghar jal certified,Certificate by public health engineering department,494,494
Bathoi Khurd,Bathoi Khurd,Sanour,Patiala,Punjab,2243,1268,0,975,1,Yes,Har ghar jal certified,Certificate by public health engineering department,418,418
Bhanra,Bhanra,Sanour,Patiala,Punjab,2631,699,0,1932,1,Yes,Har ghar jal certified,Certificate by public health engineering department,510,510
Bhanri,Bhanri,Sanour,Patiala,Punjab,1977,593,0,1384,1,Yes,Har ghar jal certified,Certificate by public health engineering department,395,395
Bhathlan,Bhathalan,Sanour,Patiala,Punjab,499,234,0,265,1,Yes,Har ghar jal certified,Certificate by public health engineering department,96,96
Bhateri,Bhatheri,Sanour,Patiala,Punjab,829,399,0,430,1,Yes,Har ghar jal certified,Certificate by public health engineering department,161,161
Bibipur,Bibipur,Sanour,Patiala,Punjab,1583,523,0,1060,2,Yes,Har ghar jal certified,Certificate by public health engineering department,275,275
Bilaspur,Bilaspur,Sanour,Patiala,Punjab,930,534,0,396,1,Yes,Har ghar jal certified,Certificate by public health engineering department,180,180
Bir Bahadurgarh,Bir Bahadurgarh,Sanour,Patiala,Punjab,1276,782,0,494,2,Yes,Har ghar jal certified,Certificate by public health engineering department,159,159
Bir Kauli,Bir Kauli,Sanour,Patiala,Punjab,300,106,0,194,1,Yes,Har ghar jal certified,Certificate by public health engineering department,48,48
Boharpur,Boharpur,Sanour,Patiala,Punjab,585,105,0,480,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Bolar Kalan,Bolar Kalan,Sanour,Patiala,Punjab,2412,512,0,1900,1,Yes,Har ghar jal certified,Certificate by public health engineering department,428,428
Bolri,Bolri,Sanour,Patiala,Punjab,405,130,0,275,1,Yes,Har ghar jal certified,Certificate by public health engineering department,71,71
Bosar Kalan,Bosar Kalan,Sanour,Patiala,Punjab,1876,942,0,934,2,Yes,Har ghar jal certified,Certificate by public health engineering department,387,387
BOSAR KHURD,Bosar Kalan,Sanour,Patiala,Punjab,175,33,0,142,1,Yes,Har ghar jal certified,Certificate by public health engineering department,36,36
Budanpur,Budhanpur,Sanour,Patiala,Punjab,1621,656,0,965,2,Yes,Har ghar jal certified,Certificate by public health engineering department,289,289
Chamarheri,Chamarheri,Sanour,Patiala,Punjab,989,424,0,565,1,Yes,Har ghar jal certified,Certificate by public health engineering department,196,196
Charason,Charason,Sanour,Patiala,Punjab,2816,1458,0,1358,2,Yes,Har ghar jal certified,Certificate by public health engineering department,481,481
Chaura,Chaura,Sanour,Patiala,Punjab,5164,1389,0,3775,2,Yes,Har ghar jal certified,Certificate by public health engineering department,911,911
Chuharpur Jattan,Chuharpur Jattan,Sanour,Patiala,Punjab,504,195,0,309,1,Yes,Har ghar jal certified,Certificate by public health engineering department,73,73
Chutehra,Chutehra,Sanour,Patiala,Punjab,1396,456,0,940,1,Yes,Har ghar jal certified,Certificate by public health engineering department,281,281
Dakala,Dakala,Sanour,Patiala,Punjab,4480,1480,0,3000,1,Yes,Har ghar jal certified,Certificate by public health engineering department,883,883
Dalanpur,Dalanpur,Sanour,Patiala,Punjab,284,70,0,214,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Dandoa,Dandoa,Sanour,Patiala,Punjab,1157,313,0,844,1,Yes,Har ghar jal certified,Certificate by public health engineering department,172,172
Daroula,Daroula,Sanour,Patiala,Punjab,996,299,0,697,1,Yes,Har ghar jal certified,Certificate by public health engineering department,191,191
Darouli,Darouli,Sanour,Patiala,Punjab,969,169,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,130,130
Daulatpur Fakiran,Daulatpur,Sanour,Patiala,Punjab,705,325,0,380,2,Yes,Har ghar jal certified,Certificate by public health engineering department,114,114
Daun Kalan,Daun Kalan,Sanour,Patiala,Punjab,3602,1022,0,2580,1,Yes,Har ghar jal certified,Certificate by public health engineering department,696,696
Daun Khurd,Daun Khurd,Sanour,Patiala,Punjab,1274,601,0,673,1,Yes,Har ghar jal certified,Certificate by public health engineering department,286,286
Deelwal,Deelwal,Sanour,Patiala,Punjab,1008,200,0,808,1,Yes,Har ghar jal certified,Certificate by public health engineering department,185,185
KHANSIAN,Dera Jagat Pur,Sanour,Patiala,Punjab,1605,522,0,1083,2,Yes,Har ghar jal certified,Certificate by public health engineering department,338,338
Devi Nagar,Devi Nagar,Sanour,Patiala,Punjab,701,406,0,295,1,Yes,Har ghar jal certified,Certificate by public health engineering department,135,135
Dhanouri,Dhanouri,Sanour,Patiala,Punjab,1937,452,0,1485,1,Yes,Har ghar jal certified,Certificate by public health engineering department,345,345
Dharamheri,Dharamheri,Sanour,Patiala,Punjab,1124,232,0,892,1,Yes,Har ghar jal certified,Certificate by public health engineering department,233,233
Dhareri Jattan,Dhareri Jattan,Sanour,Patiala,Punjab,1123,309,0,814,1,Yes,Har ghar jal certified,Certificate by public health engineering department,246,246
Dudhar,Dudhar,Sanour,Patiala,Punjab,1271,452,0,819,1,Yes,Har ghar jal certified,Certificate by public health engineering department,234,234
Dulba,Dulbha,Sanour,Patiala,Punjab,458,207,0,251,1,Yes,Har ghar jal certified,Certificate by public health engineering department,74,74
Falouli,Falouli,Sanour,Patiala,Punjab,1697,346,0,1351,1,Yes,Har ghar jal certified,Certificate by public health engineering department,310,310
