Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Ratanpura,Rattanpura,Rupnagar,Rupnagar,Punjab,899,68,0,831,1,Yes,Har ghar jal certified,Certificate by public health engineering department,193,193
Rawal Majra,Rawalmajra,Rupnagar,Rupnagar,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROAD MAJRA,ROADMAJRA,Rupnagar,Rupnagar,Punjab,650,296,0,354,1,Yes,Har ghar jal certified,Certificate by public health engineering department,132,132
Shaho Majra,Saho Majra,Rupnagar,Rupnagar,Punjab,393,0,0,393,1,Yes,Har ghar jal certified,Certificate by public health engineering department,80,80
Sainfalpur,Sainfalpur,Rupnagar,Rupnagar,Punjab,802,340,0,462,1,Yes,Har ghar jal certified,Certificate by public health engineering department,152,152
Saini Majra,Sainimajra,Rupnagar,Rupnagar,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Salapur,Salahpur,Rupnagar,Rupnagar,Punjab,799,223,0,576,2,Yes,Har ghar jal certified,Certificate by public health engineering department,152,152
Salora,Salaura,Rupnagar,Rupnagar,Punjab,430,41,0,389,1,Yes,Har ghar jal certified,Certificate by public health engineering department,76,76
Samrala,Samrala,Rupnagar,Rupnagar,Punjab,365,211,0,154,1,Yes,Har ghar jal certified,Certificate by public health engineering department,79,79
Sanana,Sanana,Rupnagar,Rupnagar,Punjab,957,383,0,574,3,Yes,Har ghar jal certified,Certificate by public health engineering department,171,171
Santokhgarh,Santokh Garh,Rupnagar,Rupnagar,Punjab,465,0,0,465,1,Yes,Har ghar jal certified,Certificate by public health engineering department,85,85
SANTPUR CHUPKI,Santpur Urf Chupki,Rupnagar,Rupnagar,Punjab,181,0,0,181,1,Yes,Har ghar jal certified,Certificate by public health engineering department,42,42
Kalowal Bholewal,Sarari,Rupnagar,Rupnagar,Punjab,443,250,0,193,1,Yes,Har ghar jal certified,Certificate by public health engineering department,98,98
Sarari,Sarari,Rupnagar,Rupnagar,Punjab,270,102,0,168,1,Yes,Har ghar jal certified,Certificate by public health engineering department,50,50
Sihon Majra,Sehon Majra,Rupnagar,Rupnagar,Punjab,699,318,0,381,1,Yes,Har ghar jal certified,Certificate by public health engineering department,132,132
Shampura,Shampur,Rupnagar,Rupnagar,Punjab,2777,444,0,2333,1,Yes,Har ghar jal certified,Certificate by public health engineering department,389,389
Simbal Jhalian,Simbal Jhllian,Rupnagar,Rupnagar,Punjab,651,254,0,397,1,Yes,Har ghar jal certified,Certificate by public health engineering department,118,118
Singh,Singh,Rupnagar,Rupnagar,Punjab,917,193,0,724,1,Yes,Har ghar jal certified,Certificate by public health engineering department,178,178
Singhpura,Singhpura,Rupnagar,Rupnagar,Punjab,271,0,0,271,1,Yes,Har ghar jal certified,Certificate by public health engineering department,60,60
Siasatpur,Siyasatpur,Rupnagar,Rupnagar,Punjab,453,205,0,248,1,Yes,Har ghar jal certified,Certificate by public health engineering department,78,78
Solkhian,Solkhian,Rupnagar,Rupnagar,Punjab,1709,766,0,943,1,Yes,Har ghar jal certified,Certificate by public health engineering department,311,311
Thali,Thali,Rupnagar,Rupnagar,Punjab,1385,162,0,1223,2,Yes,Har ghar jal certified,Certificate by public health engineering department,143,143
Thona,Thauna,Rupnagar,Rupnagar,Punjab,1222,311,0,911,1,Yes,Har ghar jal certified,Certificate by public health engineering department,222,222
Tirak Gandhi,Tirak Karma,Rupnagar,Rupnagar,Punjab,127,0,0,127,1,Yes,Har ghar jal certified,Certificate by public health engineering department,25,25
TIRAK KARMA,Tirak Karma,Rupnagar,Rupnagar,Punjab,249,2,0,247,1,Yes,Har ghar jal certified,Certificate by public health engineering department,32,32
