Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Kotla Fazal,Kotla Fazal,Khera,Fatehgarh Sahib,Punjab,1164,423,0,741,1,Yes,Har ghar jal certified,Certificate by public health engineering department,244,244
Loha Kheri,Loha Kheri,Khera,Fatehgarh Sahib,Punjab,554,142,0,412,1,Yes,Har ghar jal certified,Certificate by public health engineering department,103,103
Madofal,Mandofal,Khera,Fatehgarh Sahib,Punjab,1545,509,0,1036,1,Yes,Har ghar jal certified,Certificate by public health engineering department,281,281
Manhera Jattan,Manhera Jatan,Khera,Fatehgarh Sahib,Punjab,767,540,0,227,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Mannupur,Manupur,Khera,Fatehgarh Sahib,Punjab,1132,402,0,730,1,Yes,Har ghar jal certified,Certificate by public health engineering department,188,188
Mathi,Mathi,Khera,Fatehgarh Sahib,Punjab,1073,273,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Mehdudan,Mehdudan,Khera,Fatehgarh Sahib,Punjab,341,164,0,177,1,Yes,Har ghar jal certified,Certificate by public health engineering department,62,62
Mehmoodpur,Mehmadpur,Khera,Fatehgarh Sahib,Punjab,2118,649,0,1469,1,Yes,Har ghar jal certified,Certificate by public health engineering department,385,385
Mehtabgarh,Mehtabgarh,Khera,Fatehgarh Sahib,Punjab,491,135,0,356,1,Yes,Har ghar jal certified,Certificate by public health engineering department,90,90
Makaronpur,Mukaronpur,Khera,Fatehgarh Sahib,Punjab,726,265,0,461,1,Yes,Har ghar jal certified,Certificate by public health engineering department,132,132
Nadiali,Nandiali,Khera,Fatehgarh Sahib,Punjab,528,14,0,514,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Naraina,Naraina,Khera,Fatehgarh Sahib,Punjab,566,175,0,391,1,Yes,Har ghar jal certified,Certificate by public health engineering department,103,103
Naraingarh,Naraingarh,Khera,Fatehgarh Sahib,Punjab,215,9,0,206,1,Yes,Har ghar jal certified,Certificate by public health engineering department,39,39
Naimu Majra,Niamun Majra,Khera,Fatehgarh Sahib,Punjab,329,143,0,186,1,Yes,Har ghar jal certified,Certificate by public health engineering department,56,56
Pamour,Pamour,Khera,Fatehgarh Sahib,Punjab,1348,138,0,1210,1,Yes,Har ghar jal certified,Certificate by public health engineering department,245,245
Patarsikalan,Patarsi Kalan,Khera,Fatehgarh Sahib,Punjab,468,178,0,290,1,Yes,Har ghar jal certified,Certificate by public health engineering department,85,85
Patarsikhurd,Patarsi Khurd,Khera,Fatehgarh Sahib,Punjab,280,195,0,85,1,Yes,Har ghar jal certified,Certificate by public health engineering department,47,47
Patton,Patton,Khera,Fatehgarh Sahib,Punjab,847,381,0,466,1,Yes,Har ghar jal certified,Certificate by public health engineering department,154,154
Pawala,Pawala,Khera,Fatehgarh Sahib,Punjab,2233,1099,0,1134,1,Yes,Har ghar jal certified,Certificate by public health engineering department,406,406
Pirjain,Pirjain,Khera,Fatehgarh Sahib,Punjab,844,462,0,382,2,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
RAJINDERGARH,Rajindergarh,Khera,Fatehgarh Sahib,Punjab,1821,485,0,1336,2,Yes,Har ghar jal certified,Certificate by public health engineering department,331,331
Ramgarh,Ramgarh Sanian,Khera,Fatehgarh Sahib,Punjab,652,65,0,587,1,Yes,Har ghar jal certified,Certificate by public health engineering department,141,141
Rampur,Rampur,Khera,Fatehgarh Sahib,Punjab,1106,463,0,643,1,Yes,Har ghar jal certified,Certificate by public health engineering department,238,238
Randhawa,Randhawa,Khera,Fatehgarh Sahib,Punjab,857,425,0,432,1,Yes,Har ghar jal certified,Certificate by public health engineering department,176,176
Rasidpura,Rasidpur,Khera,Fatehgarh Sahib,Punjab,479,102,0,377,1,Yes,Har ghar jal certified,Certificate by public health engineering department,87,87
Rasulpur,Rasulpur,Khera,Fatehgarh Sahib,Punjab,1441,614,0,827,1,Yes,Har ghar jal certified,Certificate by public health engineering department,261,261
Rampur Naubad,Sadhugarh,Khera,Fatehgarh Sahib,Punjab,139,8,0,131,1,Yes,Har ghar jal certified,Certificate by public health engineering department,27,27
Sadhugarh,Sadhugarh,Khera,Fatehgarh Sahib,Punjab,165,5,0,160,1,Yes,Har ghar jal certified,Certificate by public health engineering department,27,27
SADO MAJRA,Sado Majra,Khera,Fatehgarh Sahib,Punjab,1852,60,0,1792,2,Yes,Har ghar jal certified,Certificate by public health engineering department,199,199
SADO MAJRA,Sado Majra (Nai Abadi),Khera,Fatehgarh Sahib,Punjab,1852,60,0,1792,2,Yes,Har ghar jal certified,Certificate by public health engineering department,199,199
Salempur,Salempur,Khera,Fatehgarh Sahib,Punjab,688,144,0,544,1,Yes,Har ghar jal certified,Certificate by public health engineering department,125,125
Sempla,Sampla,Khera,Fatehgarh Sahib,Punjab,917,387,0,530,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Sempli,Sampli,Khera,Fatehgarh Sahib,Punjab,1672,627,0,1045,1,Yes,Har ghar jal certified,Certificate by public health engineering department,304,304
Shamsher Nagar,Shamsher Nagar,Khera,Fatehgarh Sahib,Punjab,462,127,0,335,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Sindhran,Sindran,Khera,Fatehgarh Sahib,Punjab,490,73,0,417,1,Yes,Har ghar jal certified,Certificate by public health engineering department,66,66
Sirkapra,Sir Kapra,Khera,Fatehgarh Sahib,Punjab,660,426,0,234,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Tajpur,Tajpur,Khera,Fatehgarh Sahib,Punjab,413,233,0,180,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Timberpur,Timberpur,Khera,Fatehgarh Sahib,Punjab,908,320,0,588,1,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Adampur,Adampur,Sirhind,Fatehgarh Sahib,Punjab,1124,509,0,615,1,Yes,Har ghar jal certified,Certificate by public health engineering department,209,209
Alipur Sodian,Alipur Sondhian,Sirhind,Fatehgarh Sahib,Punjab,546,369,0,177,1,Yes,Har ghar jal certified,Certificate by public health engineering department,65,65
HALLOTALI,Amargarh,Sirhind,Fatehgarh Sahib,Punjab,1089,268,0,821,3,Yes,Har ghar jal certified,Certificate by public health engineering department,201,201
Arain Majra,Arai Majra,Sirhind,Fatehgarh Sahib,Punjab,517,252,0,265,1,Yes,Har ghar jal certified,Certificate by public health engineering department,94,94
Attapur,Attapur,Sirhind,Fatehgarh Sahib,Punjab,981,502,0,479,1,Yes,Har ghar jal certified,Certificate by public health engineering department,196,196
Badoshi Kalan,Badouchi Kalan,Sirhind,Fatehgarh Sahib,Punjab,2906,871,0,2035,1,Yes,Har ghar jal certified,Certificate by public health engineering department,581,581
Badoshi Khurd,Badouchi Khurd,Sirhind,Fatehgarh Sahib,Punjab,540,239,0,301,1,Yes,Har ghar jal certified,Certificate by public health engineering department,104,104
Bagrian,Bagrian,Sirhind,Fatehgarh Sahib,Punjab,809,380,0,429,2,Yes,Har ghar jal certified,Certificate by public health engineering department,160,160
Balpur,Balpur,Sirhind,Fatehgarh Sahib,Punjab,1256,533,0,723,1,Yes,Har ghar jal certified,Certificate by public health engineering department,251,251
Barkatpur,Barkatpur,Sirhind,Fatehgarh Sahib,Punjab,731,105,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,159,159
Basantpura,Basantpur,Sirhind,Fatehgarh Sahib,Punjab,231,43,0,188,1,Yes,Har ghar jal certified,Certificate by public health engineering department,54,54
Behlolpur,Behlolpur,Sirhind,Fatehgarh Sahib,Punjab,889,259,0,630,2,Yes,Har ghar jal certified,Certificate by public health engineering department,174,174
Bhal Majra,Bhal Majra,Sirhind,Fatehgarh Sahib,Punjab,951,308,0,643,1,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Bhamarsi Bulland,Bhamarsi Buland,Sirhind,Fatehgarh Sahib,Punjab,1470,647,0,823,1,Yes,Har ghar jal certified,Certificate by public health engineering department,283,283
Bhamarsi Jer,Bhamarsi Jer,Sirhind,Fatehgarh Sahib,Punjab,1967,677,0,1290,2,Yes,Har ghar jal certified,Certificate by public health engineering department,390,390
Bhatmajra,Bhatt Majra,Sirhind,Fatehgarh Sahib,Punjab,766,332,0,434,1,Yes,Har ghar jal certified,Certificate by public health engineering department,126,126
Bibipur,Bibipur,Sirhind,Fatehgarh Sahib,Punjab,680,230,0,450,1,Yes,Har ghar jal certified,Certificate by public health engineering department,136,136
Bir Bhamarsi,Bir Bhamarsi,Sirhind,Fatehgarh Sahib,Punjab,831,103,0,728,1,Yes,Har ghar jal certified,Certificate by public health engineering department,130,130
Buchre,Buchrey,Sirhind,Fatehgarh Sahib,Punjab,909,442,0,467,1,Yes,Har ghar jal certified,Certificate by public health engineering department,186,186
Bulebas Mukandpur,Bullewas Mukandpura,Sirhind,Fatehgarh Sahib,Punjab,262,53,0,209,1,Yes,Har ghar jal certified,Certificate by public health engineering department,42,42
Chanalon,Chanalon,Sirhind,Fatehgarh Sahib,Punjab,474,119,0,355,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Chanarthal Kalan,Chanarthal Kalan,Sirhind,Fatehgarh Sahib,Punjab,3888,1147,0,2741,1,Yes,Har ghar jal certified,Certificate by public health engineering department,778,778
Chanarthal Khurd,Chanarthal Khurd,Sirhind,Fatehgarh Sahib,Punjab,1730,568,0,1162,1,Yes,Har ghar jal certified,Certificate by public health engineering department,341,341
Chanarthal Naubad,Chanarthal Khurd,Sirhind,Fatehgarh Sahib,Punjab,48,0,0,48,1,Yes,Har ghar jal certified,Certificate by public health engineering department,11,11
Channo,Channo,Sirhind,Fatehgarh Sahib,Punjab,1010,352,0,658,1,Yes,Har ghar jal certified,Certificate by public health engineering department,182,182
Malahheri,Channo,Sirhind,Fatehgarh Sahib,Punjab,110,110,0,0,1,Yes,Har ghar jal certified,Certificate by public health engineering department,21,21
Chaleri Kalan,Chhalleri Kalan,Sirhind,Fatehgarh Sahib,Punjab,1340,631,0,709,1,Yes,Har ghar jal certified,Certificate by public health engineering department,239,239
Chaleri Khurd,Chhalleri Khurd Alias Hassanpur,Sirhind,Fatehgarh Sahib,Punjab,895,45,0,850,1,Yes,Har ghar jal certified,Certificate by public health engineering department,179,179
Dalo Majra,Dalo Majra,Sirhind,Fatehgarh Sahib,Punjab,623,271,0,352,2,Yes,Har ghar jal certified,Certificate by public health engineering department,119,119
Dhatounda,Dhatonda,Sirhind,Fatehgarh Sahib,Punjab,1093,507,0,586,1,Yes,Har ghar jal certified,Certificate by public health engineering department,201,201
Dittupurfakiran,Dittu Pur Faqiran,Sirhind,Fatehgarh Sahib,Punjab,352,179,0,173,1,Yes,Har ghar jal certified,Certificate by public health engineering department,71,71
Fatehpur,Fatehpur,Sirhind,Fatehgarh Sahib,Punjab,400,222,0,178,1,Yes,Har ghar jal certified,Certificate by public health engineering department,85,85
Guniamajra,Gunia Majra,Sirhind,Fatehgarh Sahib,Punjab,692,316,0,376,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
HALLOTALI,Halotali,Sirhind,Fatehgarh Sahib,Punjab,1089,268,0,821,3,Yes,Har ghar jal certified,Certificate by public health engineering department,201,201
Harbanspura,Harbanspura,Sirhind,Fatehgarh Sahib,Punjab,2148,612,0,1536,1,Yes,Har ghar jal certified,Certificate by public health engineering department,381,381
Hushainpur,Hussainpura,Sirhind,Fatehgarh Sahib,Punjab,1019,359,0,660,1,Yes,Har ghar jal certified,Certificate by public health engineering department,183,183
Jago Chanarthal,Jago Chanarthal,Sirhind,Fatehgarh Sahib,Punjab,831,473,0,358,1,Yes,Har ghar jal certified,Certificate by public health engineering department,166,166
Jakhwali,Jakhwali,Sirhind,Fatehgarh Sahib,Punjab,1258,421,0,837,2,Yes,Har ghar jal certified,Certificate by public health engineering department,246,246
Jalbera,Jalbera,Sirhind,Fatehgarh Sahib,Punjab,1068,428,0,640,1,Yes,Har ghar jal certified,Certificate by public health engineering department,214,214
Jalberi Dhumi,Jalberi Dhumi,Sirhind,Fatehgarh Sahib,Punjab,158,0,0,158,1,Yes,Har ghar jal certified,Certificate by public health engineering department,32,32
Jalberi Gehlan,Jalberi Gehlan,Sirhind,Fatehgarh Sahib,Punjab,1314,416,0,898,2,Yes,Har ghar jal certified,Certificate by public health engineering department,255,255
Jallah,Jallah,Sirhind,Fatehgarh Sahib,Punjab,1793,963,0,830,1,Yes,Har ghar jal certified,Certificate by public health engineering department,354,354
Sunderpura,Jallah,Sirhind,Fatehgarh Sahib,Punjab,24,4,0,20,1,Yes,Har ghar jal certified,Certificate by public health engineering department,4,4
Jhingra,Jhinjran,Sirhind,Fatehgarh Sahib,Punjab,587,192,0,395,1,Yes,Har ghar jal certified,Certificate by public health engineering department,110,110
Jiwanpur,Jiwanpura,Sirhind,Fatehgarh Sahib,Punjab,384,0,0,384,1,Yes,Har ghar jal certified,Certificate by public health engineering department,64,64
Khare,Khare,Sirhind,Fatehgarh Sahib,Punjab,476,301,0,175,1,Yes,Har ghar jal certified,Certificate by public health engineering department,95,95
Kharaura,Kharora,Sirhind,Fatehgarh Sahib,Punjab,1012,285,0,727,1,Yes,Har ghar jal certified,Certificate by public health engineering department,200,200
Kharauri,Kharori,Sirhind,Fatehgarh Sahib,Punjab,1018,275,0,743,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Kheri,Kheri,Sirhind,Fatehgarh Sahib,Punjab,889,192,0,697,1,Yes,Har ghar jal certified,Certificate by public health engineering department,152,152
Khoje Majra,Khoje Majra,Sirhind,Fatehgarh Sahib,Punjab,1267,535,0,732,1,Yes,Har ghar jal certified,Certificate by public health engineering department,250,250
Kotla Jattan,Kotla Jatan,Sirhind,Fatehgarh Sahib,Punjab,680,282,0,398,1,Yes,Har ghar jal certified,Certificate by public health engineering department,107,107
Kotla Suleman,Kotla Suleman,Sirhind,Fatehgarh Sahib,Punjab,377,87,0,290,1,Yes,Har ghar jal certified,Certificate by public health engineering department,67,67
Latour,Latour,Sirhind,Fatehgarh Sahib,Punjab,1069,329,0,740,1,Yes,Har ghar jal certified,Certificate by public health engineering department,197,197
Longomajri,Longo Majri,Sirhind,Fatehgarh Sahib,Punjab,268,87,0,181,1,Yes,Har ghar jal certified,Certificate by public health engineering department,54,54
Madhopur,Madhopur,Sirhind,Fatehgarh Sahib,Punjab,860,475,0,385,1,Yes,Har ghar jal certified,Certificate by public health engineering department,173,173
Majra Nidhe Wala,Majra Nidhe Wala,Sirhind,Fatehgarh Sahib,Punjab,318,199,0,119,1,Yes,Har ghar jal certified,Certificate by public health engineering department,61,61
Jalberi Gehlan,Majri Fatak,Sirhind,Fatehgarh Sahib,Punjab,1314,416,0,898,2,Yes,Har ghar jal certified,Certificate by public health engineering department,255,255
Majrisodhian,Majri Sodian,Sirhind,Fatehgarh Sahib,Punjab,544,129,0,415,1,Yes,Har ghar jal certified,Certificate by public health engineering department,115,115
Malikpur,Malakpur,Sirhind,Fatehgarh Sahib,Punjab,571,164,0,407,1,Yes,Har ghar jal certified,Certificate by public health engineering department,114,114
Malkomajra,Malko Majra,Sirhind,Fatehgarh Sahib,Punjab,829,270,0,559,1,Yes,Har ghar jal certified,Certificate by public health engineering department,152,152
Mandour,Mandour,Sirhind,Fatehgarh Sahib,Punjab,527,265,0,262,1,Yes,Har ghar jal certified,Certificate by public health engineering department,110,110
Mianpur,Mianpur,Sirhind,Fatehgarh Sahib,Punjab,544,43,0,501,1,Yes,Har ghar jal certified,Certificate by public health engineering department,118,118
Mirpur,Mirpur,Sirhind,Fatehgarh Sahib,Punjab,560,346,0,214,1,Yes,Har ghar jal certified,Certificate by public health engineering department,112,112
Mahamdipur,Mohamadi Pur,Sirhind,Fatehgarh Sahib,Punjab,845,291,0,554,1,Yes,Har ghar jal certified,Certificate by public health engineering department,142,142
Mulepur,Mulepur,Sirhind,Fatehgarh Sahib,Punjab,1665,538,0,1127,1,Yes,Har ghar jal certified,Certificate by public health engineering department,266,266
Mullanpurkalan,Mullanpur Kalan,Sirhind,Fatehgarh Sahib,Punjab,577,229,0,348,1,Yes,Har ghar jal certified,Certificate by public health engineering department,115,115
Mullanpurkhurd,Mullanpur Khurd,Sirhind,Fatehgarh Sahib,Punjab,759,204,0,555,1,Yes,Har ghar jal certified,Certificate by public health engineering department,87,87
Nabipur,Nabipur,Sirhind,Fatehgarh Sahib,Punjab,1413,890,0,523,1,Yes,Har ghar jal certified,Certificate by public health engineering department,257,257
Nalina Kalan,Nalina Kalan,Sirhind,Fatehgarh Sahib,Punjab,1031,295,0,736,1,Yes,Har ghar jal certified,Certificate by public health engineering department,218,218
Nalinakhurd,Nalina Khurd,Sirhind,Fatehgarh Sahib,Punjab,581,105,0,476,1,Yes,Har ghar jal certified,Certificate by public health engineering department,107,107
Nalini,Nalini,Sirhind,Fatehgarh Sahib,Punjab,1587,675,0,912,1,Yes,Har ghar jal certified,Certificate by public health engineering department,302,302
Narainpur Urf Chorwala,Narainpura / Chorwala,Sirhind,Fatehgarh Sahib,Punjab,944,422,0,522,1,Yes,Har ghar jal certified,Certificate by public health engineering department,183,183
Naraingarhchanna,Nariangarh Chhanan,Sirhind,Fatehgarh Sahib,Punjab,778,474,0,304,2,Yes,Har ghar jal certified,Certificate by public health engineering department,156,156
Nau Lakha,Naulakha,Sirhind,Fatehgarh Sahib,Punjab,1156,428,0,728,2,Yes,Har ghar jal certified,Certificate by public health engineering department,221,221
Pandrali,Pandrali,Sirhind,Fatehgarh Sahib,Punjab,1226,500,0,726,1,Yes,Har ghar jal certified,Certificate by public health engineering department,245,245
Panjola,Panjola,Sirhind,Fatehgarh Sahib,Punjab,675,185,0,490,1,Yes,Har ghar jal certified,Certificate by public health engineering department,129,129
Panjoli Kalan,Panjoli Kalan,Sirhind,Fatehgarh Sahib,Punjab,1026,460,0,566,2,Yes,Har ghar jal certified,Certificate by public health engineering department,191,191
Amargarh Urf. Panjoli Khurd,Panjoli Khurd,Sirhind,Fatehgarh Sahib,Punjab,574,102,0,472,1,Yes,Har ghar jal certified,Certificate by public health engineering department,104,104
Polla,Pola,Sirhind,Fatehgarh Sahib,Punjab,1595,434,0,1161,1,Yes,Har ghar jal certified,Certificate by public health engineering department,306,306
Rajinder Nagar,Rajinder Nagar,Sirhind,Fatehgarh Sahib,Punjab,780,443,0,337,1,Yes,Har ghar jal certified,Certificate by public health engineering department,77,77
HALLOTALI,Rattangarh,Sirhind,Fatehgarh Sahib,Punjab,1089,268,0,821,3,Yes,Har ghar jal certified,Certificate by public health engineering department,201,201
Reona Bhola,Reona Bhola,Sirhind,Fatehgarh Sahib,Punjab,880,145,0,735,1,Yes,Har ghar jal certified,Certificate by public health engineering department,145,145
Reona Niwan,Reona Niwan,Sirhind,Fatehgarh Sahib,Punjab,976,179,0,797,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Reona Ucha,Reona Ucha,Sirhind,Fatehgarh Sahib,Punjab,1081,391,0,690,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Rurki,Roorki,Sirhind,Fatehgarh Sahib,Punjab,2127,778,0,1349,1,Yes,Har ghar jal certified,Certificate by public health engineering department,425,425
Saidpura,Saidpura,Sirhind,Fatehgarh Sahib,Punjab,784,147,0,637,1,Yes,Har ghar jal certified,Certificate by public health engineering department,156,156
Saifalpur,Saifalpur,Sirhind,Fatehgarh Sahib,Punjab,709,244,0,465,1,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Sangatpur Sodhian,Sangatpur Sodhian,Sirhind,Fatehgarh Sahib,Punjab,1499,678,0,821,1,Yes,Har ghar jal certified,Certificate by public health engineering department,300,300
Sanipur,Sanipur,Sirhind,Fatehgarh Sahib,Punjab,2454,611,0,1843,1,Yes,Har ghar jal certified,Certificate by public health engineering department,480,480
Sarana,Sarana,Sirhind,Fatehgarh Sahib,Punjab,922,215,0,707,1,Yes,Har ghar jal certified,Certificate by public health engineering department,176,176
Shekhupura,Shekhupura,Sirhind,Fatehgarh Sahib,Punjab,563,228,0,335,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Sidhupur,Sidhupur,Sirhind,Fatehgarh Sahib,Punjab,445,269,0,176,1,Yes,Har ghar jal certified,Certificate by public health engineering department,84,84
Shampur,Sidhuwal,Sirhind,Fatehgarh Sahib,Punjab,61,0,0,61,1,Yes,Har ghar jal certified,Certificate by public health engineering department,11,11
Sidhuwal,Sidhuwal,Sirhind,Fatehgarh Sahib,Punjab,401,149,0,252,1,Yes,Har ghar jal certified,Certificate by public health engineering department,73,73
Sidhwan,Sidhwan,Sirhind,Fatehgarh Sahib,Punjab,725,176,0,549,1,Yes,Har ghar jal certified,Certificate by public health engineering department,139,139
Rampur Jadid,Sonda,Sirhind,Fatehgarh Sahib,Punjab,190,5,0,185,1,Yes,Har ghar jal certified,Certificate by public health engineering department,38,38
Sounda,Sonda,Sirhind,Fatehgarh Sahib,Punjab,874,413,0,461,1,Yes,Har ghar jal certified,Certificate by public health engineering department,174,174
Suhagheri,Suhagheri,Sirhind,Fatehgarh Sahib,Punjab,967,381,0,586,1,Yes,Har ghar jal certified,Certificate by public health engineering department,185,185
Tanan,Tana,Sirhind,Fatehgarh Sahib,Punjab,499,108,0,391,1,Yes,Har ghar jal certified,Certificate by public health engineering department,111,111
Tarkhan Majra,Tarkhan Majra,Sirhind,Fatehgarh Sahib,Punjab,1720,1128,0,592,1,Yes,Har ghar jal certified,Certificate by public health engineering department,344,344
Wazirnagar,Wazid Nagar,Sirhind,Fatehgarh Sahib,Punjab,590,343,0,247,1,Yes,Har ghar jal certified,Certificate by public health engineering department,75,75
Wazirabad,Wazirabad,Sirhind,Fatehgarh Sahib,Punjab,561,156,0,405,1,Yes,Har ghar jal certified,Certificate by public health engineering department,104,104
