VILLAGE_ID,VILLAGE_NAME,GP_ID,GP_NAME,BLOCK NAME,DISTRICT NAME,STATE NAME,TOTAL - COMMUNITY COMPOST PITS,TOTAL - VEHICLES FOR COLLECTION & TRANSPORTATION OF WASTE,TOTAL - WASTE COLLECTION AND SEGREGATION SHEDS IN THE VILLAGE,TOTAL - SEGREGATION BINS AT COMMUNITY PLACES IN THE VILLAGE,TOTAL - COMMUNITY BIO-GAS PLANTS - UNDER OTHER SCHEMES,TOTAL - COMPOST PITS,TOTAL - BIOGAS PLANTS,TOTAL - FEEDING TO CATTLE,TOTAL - HOUSEHOLD BINS,TOTAL - COMMUNITY SOAK/LEACH/MAGIC PITS,TOTAL - DRAINAGE FACILITY AVAILABLE IN VILLAGE,TOTAL - COMMUNITY GREY WATER MANAGEMENT SYSTEMS,TOTAL - LEACH PITS,TOTAL - MAGIC PITS,TOTAL - SOAK PITS,TOTAL - KITCHEN GARDEN,TOTAL - DUCKWEED POND,ODF DECLARATION STATUS
32640,MAJRA NIDHE WALA,11495,MAJRA NIDHE WALA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32714,JALBEHRI GEHLAN,11496,MAJRI FATAK,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,This village is NOT declared as ODF-Plus
32736,MAJRISODHIAN,11497,MAJRI SODIAN,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32647,MALAKPUR,11498,MALAK PUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32644,MALKOMAJRA,11499,MALKO MAJRA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32645,MANDAUR,11500,MANDOUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32757,MIANPUR,11501,MIAN PUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32742,MIRPUR,11502,MIR PUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32763,MAHMADI PUR,11503,MOHAMADI PUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32774,MULEPUR,11506,MULEPUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32642,MULLANPURKALAN,11504,Mullanpur Kalan,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32641,MULLANPURKHURD,11505,Mullanpur Khurd,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32730,NABIPUR,11507,NABIPUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32754,NALINA KALAN,11508,NALINA KALAN,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
32755,NALINAKHURD,11509,NALINA KHURD,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32775,NALINI,11510,NALINI,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32787,Nau Lakha,11513,NAULAKHA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32777,NARAINGARH CHHANNA,11511,Nariangarh Chhanan,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32794,PANDRALI,11514,PANDRALI,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32773,PANJOLA,11515,PANJOLA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
32756,PANJOLI KALAN,11516,PANJOLI KALAN,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32759,AMAR GARH,11517,PANJOLI KHURD,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32760,POLA,11518,POLA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32784,RAJINDER NAGAR,11519,RAJINDER NAGAR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32766,HALLO TALI,11520,RATTAN GARH,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32722,REONA BHOLA,11521,REONA BHOLA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32721,REONA NIWAN,11522,REONA NIWAN,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32723,REONA UCHA,11523,REONA UCHA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32788,RURKI,11524,ROORKI,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32712,SAIDPURA,11525,SAID PURA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32771,SAIFALPUR,11526,SAIFAL PUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32744,SANGATPURA,11527,SANGAT PUR SODHIAN,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32734,SANIPUR,11528,SANIPUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32782,SARANA,11529,SARANA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32769,SHEKHUPURA,11530,SHEKHU PURA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32735,SIDHUPUR,11531,SIDHU PUR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32732,SHAMPUR,11532,SIDHU WAL,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32733,SIDHUWAL,11532,SIDHU WAL,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32737,RAMPUR JADID,11534,SONDA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32738,SAUNDHA,11534,SONDA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32795,SOHAG HERI,11535,SUHAG HERI,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32741,Sidhwan,11533,Sidhwan,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
32768,TANAN,11536,TANA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32648,TARKHAN MAJRA,11537,TARKHAN MAJRA,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32637,WAZIRNAGAR,11538,WAZIR NAGAR,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
32636,WAZIRABAD,11539,WAZIRABAD,SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36774,Abdulpur,18275,ABDUL PUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36755,Ahru Kalan,18277,AHRU KALAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36756,Ahru Khurd,18278,AHRU KHURD,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36617,Akalgarh,18279,AKALGARH,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36765,AKBARPUR URF MURAD MAJRA,18280,AKBARPUR / MURAD MAJRA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36740,Akbarpur Afgana,18281,AKBARPUR AFGANA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
36776,Alipur Sikhan,239050,ALIPUR SIKHAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36753,Alipur Wazir Sahib,18282,ALIPUR WAZIDPUR SAHIB,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36668,HUSSAINPUR URF MEHARBAN ALIWALA,18283,ALIWAL,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus
36795,ARNAULI,18284,ARNAULI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36613,ASMANPUR,18285,ASMAN PUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36701,Badla,18286,BADLA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36703,Badli,18287,BADLI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36689,BAHADURPUR MIRANWALA,18289,BAHADURPUR MIRAN WALA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36734,Bangran,18290,BANGRAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36698,Barkatpur,18291,BARKAT PUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36670,PANJETA,277556,BAZIGAR BASTI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus
36673,Behal,18292,BEHAL,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36691,Behru,18293,BEHRU,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36718,Bhagwanpur Jattan,18295,BHAGWANPUR JATTAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36800,BHANKHAR,18297,BHANKHER,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36710,Bhasmara,18298,BHASMRA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36616,BHATIAN,18299,BHATIAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36721,BUDHMORE,18300,BHUDMORE,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
264,Harigarh,18300,BHUDMORE,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
259,Sadhpur Viran,18300,BHUDMORE,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36669,Bhunerheri,18301,BHUNER HERI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36745,Binjal,18302,BINJAL,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36745,BINJJAL,277555,BINJAL JATTAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus
36788,BISHANGARH,18303,BISHAN GARH,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36731,BISHAN NAGAR,18304,BISHAN NAGAR KOTLA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36567,BIBIPUR,18305,BIVIPUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36695,Bure Majra,18306,BURE MAJRA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36750,Chaprahar,18307,CHAPRAHAR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36777,Chirwa,18308,CHIRWA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36778,Chirwi,18309,CHIRWI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36761,CHOHAT,18310,CHUHAT,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36676,Dadherian,18311,DADHARIAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36532,Daulatpur,18312,DAULATPUR FAQIRAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
36730,DEVINAGAR HIRA SINGHWALA,18313,DEVI NAGAR / HIRA SINGH WALA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36688,DEVINAGAR URF SAWAESINGHWALA,18314,DEVI NAGAR / SWAI SINGH WALA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36771,Dhagrauli,18315,DHAGRAULI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36699,Dhandian,18316,DHANDIAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36675,DHARAMGARH URF KATHGARH,18317,DHARAMGARH ALIAS KATHGARH,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,
36742,Dudhan Gujjran,18318,DUDHAN GUJRAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36738,Dudhan Sadhan,18319,DUDHAN SADHAN,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36706,Durd,18320,DURD,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36483,Faridpur,18321,FARIDPUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
36789,GAGRAULA,18324,GAGRAULA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36790,GAGRAULI,18322,GAGRAULI,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36726,Ganeshpur,18323,GANESHPUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36713,GHURAM,18325,GHARAM,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
36693,Guthmara,18326,GUTHMERA,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
36737,Hajipur,18327,HAJIPUR,BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
