village_id,village_name,gp_id,gp_name,block_name,district_name,state_name,sanit_community_compost_pits,sanit_vehicles_for_collection_&_transportation_of_waste,sanit_waste_collection_and_segregation_sheds_in_the_village,sanit_segregation_bins_at_community_places_in_the_village,sanit_community_bio-gas_plants_-_under_other_schemes,sanit_compost_pits,sanit_biogas_plants,sanit_feeding_to_cattle,sanit_household_bins,sanit_community_soak/leach/magic_pits,sanit_drainage_facility_available_in_village,sanit_community_grey_water_management_systems,sanit_leach_pits,sanit_magic_pits,sanit_soak_pits,sanit_kitchen_garden,sanit_duckweed_pond,sanit_odf_declaration_status,pai_overall_pai_score,pai_overall_grade,pai_overall_category,pai_t1_poverty_free_score,pai_t1_poverty_free_grade,pai_t1_poverty_free_category,pai_t2_healthy_score,pai_t2_healthy_grade,pai_t2_healthy_category,pai_t3_child_friendly_score,pai_t3_child_friendly_grade,pai_t3_child_friendly_category,pai_t4_water_sufficient_score,pai_t4_water_sufficient_grade,pai_t4_water_sufficient_category,pai_t5_clean_green_score,pai_t5_clean_green_grade,pai_t5_clean_green_category,pai_t6_self_sufficient_score,pai_t6_self_sufficient_grade,pai_t6_self_sufficient_category,pai_t7_socially_just_score,pai_t7_socially_just_grade,pai_t7_socially_just_category,pai_t8_good_governance_score,pai_t8_good_governance_grade,pai_t8_good_governance_category,pai_t9_women_friendly_score,pai_t9_women_friendly_grade,pai_t9_women_friendly_category,water_total_population,water_sc_population,water_st_population,water_gen_population,water_no_of_habitations,water_is_pws_available,water_jjm_status,water_har_ghar_jal_certificate,water_total_households,water_total_tap_connections,mgnrega_total_registered_hh,mgnrega_total_registered_persons,mgnrega_sc_hh,mgnrega_sc_persons,mgnrega_st_hh,mgnrega_st_persons,mgnrega_male_persons,mgnrega_female_persons
32891,Kumbh,11168,KUMBH,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.83,C,Aspirant,65.66,B,Performer,76.43,A,Front Runner,64.72,B,Performer,61.02,B,Performer,58.73,C,Aspirant,33.33,D,Beginner,80.34,A,Front Runner,26.65,D,Beginner,53.92,C,Aspirant,1455.0,835.0,0.0,620.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,282.0,282.0,288.0,322.0,245.0,274.0,0.0,0.0,103.0,219.0
32892,KUMBHRA,11169,KUMBHRA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,51.57,C,Aspirant,66.25,B,Performer,79.13,A,Front Runner,60.31,B,Performer,59.05,C,Aspirant,45.3,C,Aspirant,33.33,D,Beginner,70.83,B,Performer,30.56,D,Beginner,42.3,C,Aspirant,1288.0,991.0,0.0,297.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0,312.0,379.0,275.0,335.0,0.0,0.0,141.0,238.0
32851,LAKHA SINGH WALA,11172,LAKHA SINGH WALA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.34,C,Aspirant,59.68,C,Aspirant,86.0,A,Front Runner,68.47,B,Performer,60.76,B,Performer,50.0,C,Aspirant,33.33,D,Beginner,67.5,B,Performer,27.39,D,Beginner,44.84,C,Aspirant,862.0,500.0,0.0,362.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,158.0,158.0,226.0,343.0,182.0,281.0,0.0,0.0,173.0,170.0
32837,LALLON KHURD,11173,LALON KHURD,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,51.87,C,Aspirant,63.6,B,Performer,79.1,A,Front Runner,66.79,B,Performer,56.8,C,Aspirant,41.06,C,Aspirant,31.11,D,Beginner,75.4,A,Front Runner,30.7,D,Beginner,48.19,C,Aspirant,792.0,475.0,0.0,317.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,160.0,160.0,156.0,253.0,132.0,214.0,0.0,0.0,115.0,138.0
32899,LOHAR MAJRA KALAN,11174,LOHAR MAJRA KALAN,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.32,C,Aspirant,68.56,B,Performer,72.5,B,Performer,80.6,A,Front Runner,56.94,C,Aspirant,58.96,C,Aspirant,34.82,D,Beginner,73.65,B,Performer,27.39,D,Beginner,51.38,C,Aspirant,1991.0,677.0,0.0,1314.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,376.0,376.0,182.0,270.0,150.0,236.0,0.0,0.0,126.0,144.0
32854,MACHHRAI KALAN,11175,MACHHRAI KALAN,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,50.65,C,Aspirant,55.31,C,Aspirant,71.29,B,Performer,64.95,B,Performer,58.19,C,Aspirant,53.07,C,Aspirant,36.67,D,Beginner,64.67,B,Performer,30.69,D,Beginner,38.1,D,Beginner,1040.0,541.0,0.0,499.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,197.0,197.0,156.0,300.0,141.0,277.0,0.0,0.0,132.0,168.0
32853,MACHHRAI KHURD,11176,MACHHRAI KHURD,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,49.43,C,Aspirant,55.51,C,Aspirant,84.15,A,Front Runner,67.72,B,Performer,59.17,C,Aspirant,47.22,C,Aspirant,31.11,D,Beginner,61.63,B,Performer,26.39,D,Beginner,39.38,D,Beginner,1021.0,552.0,0.0,469.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,198.0,198.0,149.0,251.0,121.0,212.0,0.0,0.0,100.0,151.0
32862,MAJRA MANNA SINGH WALA,11177,MAJRA MANNA SINGH WALA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,51.43,C,Aspirant,66.32,B,Performer,84.81,A,Front Runner,64.01,B,Performer,54.33,C,Aspirant,37.36,D,Beginner,33.33,D,Beginner,75.28,A,Front Runner,27.39,D,Beginner,50.12,C,Aspirant,560.0,135.0,0.0,425.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,120.0,120.0,47.0,99.0,35.0,75.0,0.0,0.0,41.0,58.0
32868,MAJRI KISHNE WALI,11179,MAJRI KISHNE WALI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.86,C,Aspirant,73.34,B,Performer,81.46,A,Front Runner,79.04,A,Front Runner,59.31,C,Aspirant,60.52,B,Performer,36.67,D,Beginner,76.81,A,Front Runner,26.39,D,Beginner,49.34,C,Aspirant,1413.0,466.0,0.0,947.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,257.0,257.0,188.0,264.0,129.0,193.0,0.0,0.0,129.0,135.0
32868,MAJRI KISHNE WALI,11179,MAJRI KISHNE WALI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.86,C,Aspirant,73.34,B,Performer,81.46,A,Front Runner,79.04,A,Front Runner,59.31,C,Aspirant,60.52,B,Performer,36.67,D,Beginner,76.81,A,Front Runner,26.39,D,Beginner,49.34,C,Aspirant,144.0,0.0,0.0,144.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,28.0,28.0,32.0,32.0,29.0,29.0,0.0,0.0,10.0,22.0
32821,MALOWAL,11181,MALO WAL,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,51.75,C,Aspirant,54.78,C,Aspirant,78.93,A,Front Runner,73.95,B,Performer,60.11,B,Performer,49.87,C,Aspirant,36.67,D,Beginner,63.94,B,Performer,26.38,D,Beginner,44.92,C,Aspirant,817.0,237.0,0.0,580.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,187.0,187.0,115.0,183.0,89.0,147.0,0.0,0.0,89.0,94.0
32805,MARARRU,11183,MARARRU,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,53.71,C,Aspirant,57.35,C,Aspirant,79.67,A,Front Runner,71.04,B,Performer,55.69,C,Aspirant,59.45,C,Aspirant,36.67,D,Beginner,68.28,B,Performer,26.55,D,Beginner,52.1,C,Aspirant,541.0,239.0,0.0,302.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,100.0,100.0,108.0,173.0,101.0,164.0,0.0,0.0,84.0,89.0
32838,MAHMUDPUR,11184,MEHMOOD PUR,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.6,C,Aspirant,60.8,B,Performer,74.47,B,Performer,62.85,B,Performer,59.71,C,Aspirant,59.07,C,Aspirant,36.67,D,Beginner,73.15,B,Performer,31.74,D,Beginner,50.46,C,Aspirant,586.0,225.0,0.0,361.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,127.0,127.0,95.0,174.0,70.0,129.0,0.0,0.0,85.0,89.0
32852,MIANPUR,293859,MIANPUR,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.58,C,Aspirant,77.83,A,Front Runner,75.59,A,Front Runner,65.68,B,Performer,60.0,B,Performer,60.26,B,Performer,33.33,D,Beginner,72.38,B,Performer,31.74,D,Beginner,47.31,C,Aspirant,372.0,186.0,0.0,186.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,68.0,68.0,77.0,99.0,55.0,73.0,0.0,0.0,37.0,62.0
32876,MUNDERIAN,11186,MUDHRIAN,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,55.09,C,Aspirant,73.69,B,Performer,81.48,A,Front Runner,73.96,B,Performer,60.62,B,Performer,45.45,C,Aspirant,31.11,D,Beginner,77.07,A,Front Runner,31.74,D,Beginner,50.22,C,Aspirant,589.0,372.0,0.0,217.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,107.0,107.0,110.0,179.0,94.0,153.0,0.0,0.0,65.0,114.0
32886,MUGAL MAJRA,236081,MUGAL MAJRA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,54.49,C,Aspirant,59.34,C,Aspirant,79.89,A,Front Runner,80.93,A,Front Runner,60.53,B,Performer,43.54,C,Aspirant,32.94,D,Beginner,71.53,B,Performer,31.74,D,Beginner,56.03,C,Aspirant,548.0,76.0,0.0,472.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,370.0,370.0,198.0,251.0,149.0,191.0,0.0,0.0,75.0,176.0
32827,PAHERI,11189,PAHERI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,52.0,C,Aspirant,62.08,B,Performer,74.36,B,Performer,58.25,C,Aspirant,60.23,B,Performer,58.55,C,Aspirant,31.11,D,Beginner,73.3,B,Performer,31.74,D,Beginner,40.48,C,Aspirant,1446.0,504.0,0.0,942.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,289.0,289.0,221.0,374.0,183.0,310.0,0.0,0.0,215.0,159.0
32802,RANGHERA KALAN,11195,RANGHERI KALAN,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.84,C,Aspirant,60.1,B,Performer,81.16,A,Front Runner,68.01,B,Performer,60.92,B,Performer,49.33,C,Aspirant,31.11,D,Beginner,71.76,B,Performer,30.71,D,Beginner,46.99,C,Aspirant,1298.0,566.0,0.0,732.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,233.0,233.0,237.0,353.0,167.0,253.0,1.0,1.0,141.0,212.0
32803,RANGHERA KHURD,11196,RANGHERI KHURD,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,50.54,C,Aspirant,67.85,B,Performer,82.44,A,Front Runner,61.19,B,Performer,56.27,C,Aspirant,40.14,C,Aspirant,31.11,D,Beginner,71.35,B,Performer,27.39,D,Beginner,45.79,C,Aspirant,559.0,68.0,0.0,491.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,117.0,117.0,151.0,227.0,94.0,133.0,0.0,0.0,128.0,99.0
32845,RATTAN PALON,11197,RATTAN PALON,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,51.94,C,Aspirant,69.16,B,Performer,82.57,A,Front Runner,54.4,C,Aspirant,58.58,C,Aspirant,41.3,C,Aspirant,31.11,D,Beginner,73.94,B,Performer,36.09,D,Beginner,44.08,C,Aspirant,814.0,261.0,0.0,553.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,165.0,165.0,85.0,106.0,66.0,84.0,0.0,0.0,48.0,58.0
32864,SALANA JIWAN SINGH WALA,11201,SALANA JIWAN SINGHWALA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,55.73,C,Aspirant,70.2,B,Performer,83.81,A,Front Runner,75.17,A,Front Runner,58.87,C,Aspirant,45.0,C,Aspirant,31.11,D,Beginner,77.02,A,Front Runner,30.85,D,Beginner,59.87,C,Aspirant,3769.0,1838.0,0.0,1931.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,730.0,730.0,287.0,394.0,250.0,347.0,0.0,0.0,130.0,264.0
32869,BIR MOHAMMADI,11202,SALANI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.92,C,Aspirant,62.41,B,Performer,82.76,A,Front Runner,72.16,B,Performer,60.34,B,Performer,44.58,C,Aspirant,31.11,D,Beginner,65.5,B,Performer,30.56,D,Beginner,52.15,C,Aspirant,58.0,0.0,0.0,58.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,11.0,11.0,352.0,450.0,317.0,406.0,0.0,0.0,225.0,225.0
32881,SALANI,11202,SALANI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.92,C,Aspirant,62.41,B,Performer,82.76,A,Front Runner,72.16,B,Performer,60.34,B,Performer,44.58,C,Aspirant,31.11,D,Beginner,65.5,B,Performer,30.56,D,Beginner,52.15,C,Aspirant,58.0,0.0,0.0,58.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,11.0,11.0,352.0,450.0,317.0,406.0,0.0,0.0,225.0,225.0
32901,SHIRAJ MAJRA,11204,SHIRAJ MAJRA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,53.94,C,Aspirant,68.25,B,Performer,89.11,A,Front Runner,59.23,C,Aspirant,62.79,B,Performer,46.45,C,Aspirant,31.11,D,Beginner,70.59,B,Performer,31.74,D,Beginner,52.81,C,Aspirant,324.0,45.0,0.0,279.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,58.0,58.0,39.0,66.0,1.0,1.0,0.0,0.0,36.0,30.0
32870,SAUNTI,11208,SONTI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,53.03,C,Aspirant,63.55,B,Performer,83.69,A,Front Runner,62.03,B,Performer,60.26,B,Performer,43.77,C,Aspirant,30.56,D,Beginner,70.51,B,Performer,31.74,D,Beginner,55.69,C,Aspirant,2792.0,865.0,0.0,1927.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,528.0,528.0,321.0,374.0,247.0,297.0,1.0,1.0,130.0,244.0
32847,SALANA DULLA SINGH WALA,11199,Salana Dara Singh,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.74,C,Aspirant,68.02,B,Performer,78.95,A,Front Runner,74.0,B,Performer,51.09,C,Aspirant,46.14,C,Aspirant,21.25,D,Beginner,75.74,A,Front Runner,31.74,D,Beginner,65.97,B,Performer,3769.0,1838.0,0.0,1931.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,730.0,730.0,132.0,195.0,127.0,188.0,0.0,0.0,63.0,132.0
32825,TANDA BADHA KALAN,11209,TANDA BADHA KALAN,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.52,C,Aspirant,65.4,B,Performer,74.48,B,Performer,86.23,A,Front Runner,60.94,B,Performer,61.5,B,Performer,33.89,D,Beginner,69.83,B,Performer,31.74,D,Beginner,58.26,C,Aspirant,1147.0,550.0,0.0,597.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0,241.0,409.0,174.0,301.0,0.0,0.0,195.0,214.0
32824,TANDA BADHA KHURD,11210,TANDA BADHA KHURD,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54.46,C,Aspirant,65.85,B,Performer,88.19,A,Front Runner,74.07,B,Performer,63.67,B,Performer,47.58,C,Aspirant,31.11,D,Beginner,68.33,B,Performer,30.56,D,Beginner,49.81,C,Aspirant,431.0,129.0,0.0,302.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,82.0,82.0,78.0,152.0,55.0,109.0,0.0,0.0,75.0,77.0
32840,TANGRALA,11211,TANGRALA,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.18,C,Aspirant,67.18,B,Performer,76.86,A,Front Runner,66.57,B,Performer,56.55,C,Aspirant,39.05,D,Beginner,33.33,D,Beginner,78.78,A,Front Runner,27.39,D,Beginner,52.56,C,Aspirant,763.0,274.0,0.0,489.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,138.0,138.0,89.0,140.0,72.0,119.0,0.0,0.0,68.0,72.0
32819,TIBBI,11212,TIBI,AMLOH ( 236 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,50.53,C,Aspirant,53.67,C,Aspirant,80.09,A,Front Runner,72.66,B,Performer,60.59,B,Performer,43.62,C,Aspirant,31.11,D,Beginner,55.32,C,Aspirant,30.69,D,Beginner,49.23,C,Aspirant,1084.0,358.0,0.0,726.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,227.0,227.0,132.0,207.0,111.0,180.0,0.0,0.0,109.0,98.0
32624,ABDULLAPUR,11214,ABDULAPUR,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.21,C,Aspirant,58.4,C,Aspirant,90.8,A+,Achiever,74.0,B,Performer,70.72,B,Performer,62.71,B,Performer,44.44,C,Aspirant,78.3,A,Front Runner,27.28,D,Beginner,46.46,C,Aspirant,687.0,317.0,0.0,370.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,125.0,125.0,126.0,176.0,106.0,155.0,0.0,0.0,100.0,76.0
32613,ALAMPUR,11215,ALAM PUR,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.55,C,Aspirant,70.52,B,Performer,62.5,B,Performer,55.71,C,Aspirant,64.75,B,Performer,66.31,B,Performer,37.65,D,Beginner,78.8,A,Front Runner,52.28,C,Aspirant,49.45,C,Aspirant,232.0,22.0,0.0,210.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,35.0,35.0,23.0,26.0,15.0,18.0,0.0,0.0,13.0,13.0
32598,BADWALA,11216,BADWALA,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,58.26,C,Aspirant,63.82,B,Performer,81.86,A,Front Runner,81.99,A,Front Runner,61.39,B,Performer,52.67,C,Aspirant,33.33,D,Beginner,80.21,A,Front Runner,31.44,D,Beginner,66.41,B,Performer,782.0,296.0,0.0,486.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,147.0,147.0,156.0,222.0,77.0,99.0,0.0,0.0,114.0,108.0
32571,BAHER,11218,BAHER,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,54.29,C,Aspirant,73.93,B,Performer,88.66,A,Front Runner,65.48,B,Performer,51.82,C,Aspirant,35.48,D,Beginner,30.56,D,Beginner,78.19,A,Front Runner,39.78,D,Beginner,54.6,C,Aspirant,1237.0,331.0,0.0,906.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,250.0,250.0,175.0,280.0,99.0,146.0,0.0,0.0,147.0,133.0
32611,BAZIDPUR,11287,BAZIDPUR,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61.8,B,Performer,68.51,B,Performer,86.34,A,Front Runner,66.87,B,Performer,65.26,B,Performer,71.95,B,Performer,32.78,D,Beginner,82.57,A,Front Runner,39.78,D,Beginner,65.73,B,Performer,900.0,300.0,0.0,600.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,161.0,161.0,181.0,226.0,71.0,88.0,0.0,0.0,132.0,94.0
32610,BEHRAMPUR,11219,BEHRAM PUR,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,63.56,B,Performer,69.73,B,Performer,90.17,A+,Achiever,76.2,A,Front Runner,73.08,B,Performer,63.9,B,Performer,41.11,C,Aspirant,81.08,A,Front Runner,39.81,D,Beginner,57.0,C,Aspirant,842.0,180.0,0.0,662.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,121.0,121.0,90.0,115.0,35.0,57.0,0.0,0.0,80.0,35.0
32574,BHANGUAN,11220,BHANGUAN,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,52.2,C,Aspirant,74.35,B,Performer,81.05,A,Front Runner,65.82,B,Performer,52.86,C,Aspirant,34.21,D,Beginner,31.11,D,Beginner,82.73,A,Front Runner,31.74,D,Beginner,49.08,C,Aspirant,534.0,243.0,0.0,291.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,101.0,101.0,82.0,124.0,80.0,122.0,0.0,0.0,76.0,48.0
32600,BHATERI,11221,BHATERI,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,57.97,C,Aspirant,65.15,B,Performer,88.5,A,Front Runner,76.25,A,Front Runner,65.76,B,Performer,32.64,D,Beginner,41.11,C,Aspirant,82.3,A,Front Runner,46.16,C,Aspirant,50.13,C,Aspirant,1355.0,410.0,0.0,945.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,294.0,294.0,203.0,267.0,137.0,190.0,0.0,0.0,148.0,119.0
32620,BHUCHHI,11222,BHUCHI,BASSI PATHANA ( 237 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.98,C,Aspirant,71.25,B,Performer,83.02,A,Front Runner,69.3,B,Performer,64.44,B,Performer,51.77,C,Aspirant,41.11,C,Aspirant,81.64,A,Front Runner,35.58,D,Beginner,52.89,C,Aspirant,288.0,48.0,0.0,240.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,54.0,54.0,43.0,69.0,21.0,36.0,0.0,0.0,45.0,24.0
