Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
KOTLA SULEMAN (32711),KOTLA SULEMAN ( 11491 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
LATAUR (32752),LATOUR ( 11492 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONGOMAJRI (32728),LONGO MAJRI ( 11493 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MADHOPUR (32709),MADHO PUR ( 11494 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MAJRA NIDHE WALA (32640),MAJRA NIDHE WALA ( 11495 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JALBEHRI GEHLAN (32714),MAJRI FATAK ( 11496 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,1,1,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0
MAJRISODHIAN (32736),MAJRI SODIAN ( 11497 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALAKPUR (32647),MALAK PUR ( 11498 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALKOMAJRA (32644),MALKO MAJRA ( 11499 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANDAUR (32645),MANDOUR ( 11500 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
