Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
Pipal Heri urf Mahadevpur (36700),PIPLI KHERI / MEHDEVPUR ( 18387 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MEHMUDPUR RURKI (36719),PREM PURA ( 18389 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAROUR (36666),PROUR ( 18388 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
PUNIAN KHANAN (36672),PUNIAN KHANA ( 18390 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pur (36797),PUR ( 18391 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Rajgarh (36714),RAJ GARH ( 18876 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
RASULPUR URF DUNDI MAJRA (36784),RASULPUR / DONDI MAJRA ( 18394 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Ratta Khera (36754),RATTA KHERA ( 18395 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Rohar Jagir (36728),ROHAR JAGIR ( 18396 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ROSHANPUR (36744),ROSHANPUR ( 18397 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Shadipur (36681),SADHIPUR ( 18399 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
JULAH HERI (36709),SADHU NAGAR ( 18400 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SAHNIPUR URF TANDA (36769),SAHNIPUR ( 18401 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MAHEWAN (36780),SALEMPUR BALIAN ( 260912 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Sampurangarh (36751),SAMPURANGARH ( 18402 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sirkapra (36821),SARKAPRA ( 18403 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Budhanpur (151) (36686),SARKARA FARM ( 18404 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SARKARA (36687),SARKARA FARM ( 18404 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
SARUSTIGARH (36787),SARUSTIGARH ( 18409 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHEIKHPUR JAGIR (36773),SHEKHPUR JAGIR ( 18407 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sheikhupur (36581),SHEKHUPUR ( 18405 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GHURAM (36713),SHER GARH ( 18406 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,44,0,0,1,0,0,0,44,0,0
UDEPUR URF DIWANWALA (36792),SUNDER SINGH WALA ( 18408 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tajalpur (36768),TAJALPUR ( 18410 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SAHNIPUR URF TANDA (36769),TANDA ( 244203 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TASULPUR (36826),TASSALPUR ( 18411 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
TAURAN (36782),TAURAN ( 18415 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Teja (36671),TEJAN ( 18412 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
THAKARGARH (36619),THAKARGARH ( 18413 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Tiwana (36827),TIWANA ( 18414 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
UDEPUR URF DIWANWALA (36792),UDEPUR / DIWANWALA ( 18416 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
JAWALAPUR (36708),ULATPUR /JAWALPUR ( 18417 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
UPPALI (36665),UPLI ( 18418 ),BHUNER HERI ( 323 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
