Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
BALOWAL (38424),MATAUR ( 19387 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BURAJ (38423),MATAUR ( 19387 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MATAUR (38422),MATAUR ( 19387 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AGGAMPUR (38388),MATHURA ( 236323 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAUJOWAL (38556),MAUJOWAL ( 19388 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CHAMRAULI (38522),MAURA ( 19389 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
MAURA (38521),MAURA ( 19389 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
MINDHWAN (38419),MEENDWAN ( 19396 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MINDHWAN (38419),MEENDWAN LOWER ( 260805 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEGHPUR (38568),MEGHPUR ( 19392 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MEHNDALI KHURD (38413),MEHINDLI KHURD ( 19393 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
MELWAN (38550),MEHLWAN ( 19384 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MEHNDALI KALAN (38418),MEHNDLI KALAN ( 19394 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
MAHRAULI (38389),MEHROLI ( 19395 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
MIANPUR (38398),MIANPUR ( 19397 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MOHIWAL (38405),MOHIWAL ( 261448 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAIPUR SANI (38412),NAKKIAN ( 19398 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NANGAL NIKKU (38566),NANGAL NIKKU ( 19399 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NANGAL NIKKU (38566),NANGAL NIKKU LOWER ( 260917 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANGLI (38585),NANGLI ( 19400 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
NANGLI (38585),NANGLI MAJRA MANGLUR ( 260914 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOWAL (38403),NANOWAL ( 19401 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NARD (38519),NARAD ( 260919 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JHINJRI (38420),NIKKUWAL ( 260906 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAHARPUR (38409),PAHARPUR ( 19402 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PAHARPUR (38409),PAHARPUR SIMARWALA ( 260841 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASIWAL (38538),PASSIWAL ( 19403 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BELA RAMGARH (38587),PATTI TEK SINGH ( 19404 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PATTI (38570),PATTI ( 19405 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BELA RAMGARH (38587),PATTI DARGAHI ( 19407 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HARSABELA (38531),PATTI DULCHI (JHIRAN WALA BELA) ( 19406 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BELA RAMGARH (38587),PATTI JIWAN SINGH ( 19408 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
BHABHAUR SAHIB (38560),PEENGH BADI ( 19409 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PALASI (38535),PLASSI ( 19410 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAIPUR SANI (38412),RAI PUR SAHNI ( 19411 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PALSARI (38573),RAIPUR ( 19412 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAIPUR (38574),RAIPUR ( 19412 ),ANANDPUR SAHIB ( 332 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
