Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
JHAMPUR (32680),JHAM PUR ( 11396 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Kalemajra (32552),KALE MAJRA ( 11397 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KASUMBRI (32550),KASUMBRI ( 11398 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHANPUR BEHLAN (32543),KHAN PUR ( 11399 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHANPUR BAHLAN (32543),KHANPUR BEHLAN ( 11400 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHERA (32697),KHERA ( 11401 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KHERI BHAI KI (32673),KHERI BHAI KI ( 11402 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOTLA BAJWARA (32661),KOTLA BAJWARA ( 11403 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KOTLA BHAI KA (32708),KOTLA BHAI KA ( 11404 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
KOTLA FAZAL (32567),KOTLA FAZAL ( 11405 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOHA KHERI (32687),LOHA KHERI ( 11406 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANDOFAL (32659),MANDOFAL ( 11407 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MANHERA JATTAN (32677),MANHERA JATAN ( 11408 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MANUNPUR (32660),MANU PUR ( 11409 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MATHI (32713),MATHI ( 11410 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEHDOODAN (32622),MEHDUDAN ( 11411 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MEHMADPUR (32554),MEHMAD PUR ( 11412 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEHTABGARH (32684),MEHTAB GARH ( 11413 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
MUKRAMPUR (32553),MUKARON PUR ( 11414 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NANDIALI (32678),NANDIALI ( 11415 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NARAINGARH (32674),NARAIN GARH ( 11416 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NARAINA (32532),NARAINA ( 11417 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NIAMUMAJRA (32545),NIAMUN MAJRA ( 11418 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PAMAUR (32548),PAMOUR ( 11419 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
