Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
HARDO NAMOH (38528),HARDONAMOH ( 19997 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HARIPUR (38723),HARIPUR ( 19998 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
HARIPUR ALIAS RORMAJRA (38740),HARIPUR URF RODEMAJRA ( 236674 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ABHEPUR BELI (38671),HAVELI CHHOTI ( 19999 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HAVELI CHHOTI (38669),HAVELI CHHOTI ( 19999 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
HARNAMPUR (38761),HIRDAPUR ( 20000 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
HIRDAPUR (38724),HIRDAPUR ( 20000 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hussainpur (38666),HUSSAINPUR ( 20001 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
BARI JHAKHIAN (38594),JHAKHIAN BADI ( 20002 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BAL (38504),JHAKHIAN CHHOTI ( 20003 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
CHOTTI JHAKHIAN (38592),JHAKHIAN CHHOTI ( 20003 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Haler (38593),JHAKHIAN CHHOTI ( 20003 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
CHOTTI JHALLIAN (38678),JHALIAN CHHOTI ( 20004 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BARI JHALLIAN (38880),JHALLIAN BADI ( 20005 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0
SIMBAL JHALIAN (38702),JHALLIAN SIMBAL ( 20006 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KAKAUT (38721),KAKOT ( 20007 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KAKRALA (38598),KAKRALA ( 20008 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KAKRON (38755),KAKRAON ( 20009 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Kalal Majra (38754),KALAL MAJRA ( 20010 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0
KAMALPUR (38766),KAMALPUR ( 20011 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KATLI (38644),KATLI ( 20012 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
KHABRA (38739),KHABRA ( 20013 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KHAIRABAD (38672),KHAIRABAD ( 20014 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
KHANPUR (38718),KHANPUR ( 20015 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
HIMATPUR (38601),KHAROTA ( 20016 ),RUPNAGAR ( 338 ),RUPNAGAR ( 42 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
